"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"	"treatment_7"	"treatment_8"	"treatment_9"	"treatment_10"	"treatment_11"	"treatment_12"
"AT5G25560"	234.705	210.538	199.878	220.463	222.937	332.771	262.188	198.794	209.52	336.785	330.951	217.179	1392.31	1797.722	1666.595
"AT5G25610"	3699.691	2707.403	2853.11	3902.192	5070.023	3834.279	6120.846	5006.396	4196.685	14858.515	15340.067	8263.495	19351.618	14954.329	15847.005
"AT5G25760"	232.646	269.716	269.034	253.941	213.948	246.761	259.836	292.396	246.186	199.86	246.289	255.414	380.532	335.122	393.209
"AT5G25840"	270.391	276.544	308.672	259.656	230.129	378.445	332.731	291.505	270.281	246.636	218.924	192.708	126.844	77.336	89.931
"AT5G25980"	4755.176	4413.328	5606.703	5620.169	5348.694	6076.478	6856.852	6097.533	6057.222	5558.655	3978.258	4967.579	3545.683	3104.292	3469.044
"AT5G26000"	10407.996	10769.295	12611.708	11925.407	10884.368	13008.907	11812.551	10989.823	10795.515	8480.01	6138.421	7862.02	4397.915	4268.401	4317.649
"AT5G26030"	569.605	419.938	342.407	263.739	246.31	208.204	210.456	221.08	247.234	221.972	269.379	199.59	365.667	419.242	457.309
"AT5G26340"	1385.582	719.243	572.646	449.908	318.225	279.385	774.806	964.551	895.698	619.991	587.503	824.361	1265.466	2838.365	1915.341
"AT5G26570"	194.901	162.74	183.011	171.471	199.565	209.984	449.129	495.647	579.323	395.467	357.462	357.121	252.697	244.219	233.438
"AT5G26667"	735.683	664.617	729.512	717.729	821.631	721.893	616.082	630.257	595.037	642.953	730.317	766.243	710.524	784.214	565.418
"AT5G26742"	1673.817	1778.76	1716.252	1479.551	1452.687	1375.571	1690.699	1609.963	1668.826	1394.766	1240.854	1540.133	872.052	1104.412	712.752
"AT5G26751"	568.233	509.843	559.152	413.98	409.917	455.558	474.995	549.135	563.609	545.15	484.882	491.711	756.108	875.117	822.774
"AT5G26920"	177.058	108.114	171.203	148.608	88.096	62.876	110.519	78.448	60.761	14.458	24.8	48.942	25.765	17.638	16.264
"AT5G27150"	304.018	248.093	278.311	292.317	386.544	320.314	293.932	371.736	413.802	386.963	368.579	368.592	1386.364	1282.149	1137.533
"AT5G27280"	535.978	606.577	740.476	647.508	756.908	658.424	1131.051	1010.907	927.126	1099.654	1035.613	885.538	1427.985	1652.547	1721.128
"AT5G27350"	632.056	501.877	577.706	567.488	670.609	721.3	377.409	500.996	379.231	439.692	501.131	547.535	1185.197	1141.044	1510.651
"AT5G27380"	814.604	623.647	553.249	568.304	330.81	440.135	530.254	575.878	611.798	449.897	395.944	458.063	214.049	181.807	166.468
"AT5G27520"	189.411	114.942	118.071	93.901	120.458	88.383	157.548	122.129	117.331	138.626	129.986	138.413	682.777	1016.221	898.354
"AT5G27670"	596.37	571.297	574.333	586.268	762.301	664.948	674.869	777.346	710.273	853.019	823.53	754.772	1185.197	997.227	1164.321
"AT5G27700"	1248.328	1412.311	1339.267	1091.699	1175.814	948.486	1178.081	1086.68	1115.694	1038.421	1051.006	1061.422	1236.728	1040.643	1167.191
"AT5G27760"	1113.133	534.88	377.828	417.246	266.086	233.711	325.677	287.048	233.615	278.953	281.351	279.12	662.957	1208.883	1010.29
"AT5G27770"	2313.422	2164.557	2085.646	1638.774	1560.56	1443.786	1745.958	1597.482	1527.4	1367.551	1467.474	1613.546	943.401	1094.914	967.238
"AT5G27840"	313.626	308.409	362.648	249.858	305.64	266.335	292.757	316.466	291.233	284.056	304.441	237.061	583.68	690.596	631.431
"AT5G27850"	4216.453	4265.383	3435.033	2729.657	2790.31	2202.456	2944.026	2739.433	2841.091	2384.71	2781.018	2864.617	1915.541	2269.878	2071.285
"AT5G27860"	344.508	251.507	327.226	303.749	280.469	314.976	322.15	369.061	424.278	426.084	308.717	352.533	388.459	446.378	548.197
"AT5G28020"	339.018	488.22	466.382	525.845	618.471	614.529	519.672	458.206	427.421	424.383	378.841	431.298	27.747	37.99	40.182
"AT5G28050"	1137.838	1158.527	1139.389	1007.597	1026.59	1017.294	765.4	749.711	788.843	598.729	598.62	685.183	716.47	789.641	762.501
"AT5G28060"	3081.36	3142.135	3072.385	2544.304	2463.096	2306.855	2499.6	2639.59	2680.808	2342.187	2237.984	2411.142	2143.463	1860.133	2345.862
"AT5G28500"	1101.466	1265.503	1206.858	1178.251	1287.282	1041.021	1140.457	1108.967	1128.265	872.579	753.406	882.479	247.742	362.258	187.516
"AT5G28540"	1282.642	1141.456	820.596	1013.313	794.663	743.841	841.822	1049.239	900.936	680.374	844.054	1380.308	597.554	729.943	555.851
"AT5G28750"	1316.955	1488.559	1439.627	1352.989	1305.261	1159.063	1148.687	965.443	1196.359	1075.841	902.206	936.009	643.138	690.596	787.375
"AT5G28840"	1470.68	1732.1	1535.771	1437.908	1325.038	1511.408	1248.624	1171.368	1228.835	1399.869	1358.868	1368.837	1432.939	1742.094	1574.751
"AT5G30510"	3844.494	4256.278	3960.451	3653.967	3545.42	3505.66	3730.589	3095.122	3424.604	2916.252	2743.39	2739.969	1387.355	1344.56	1273.386
"AT5G32450"	717.84	777.283	796.982	538.909	521.385	636.476	529.078	492.082	560.466	379.308	350.62	361.71	127.835	119.396	160.728
"AT5G34850"	1033.525	1175.598	1017.944	1216.628	1157.835	1141.267	1208.65	1104.509	1147.122	1092	1005.682	1033.128	1858.065	1811.289	2223.403
"AT5G35160"	363.724	386.934	374.455	416.43	377.555	367.175	412.681	428.789	429.516	358.897	441.269	371.651	245.76	344.62	350.157
"AT5G35170"	672.546	611.129	700.838	865.521	846.802	1030.937	841.822	746.146	907.221	1047.776	806.427	687.477	545.032	449.091	436.261
"AT5G35320"	67.255	70.559	78.433	78.387	59.33	90.756	104.64	82.014	84.856	138.626	114.593	84.118	416.206	504.719	441.045
"AT5G35360"	964.898	1073.174	1158.786	1032.909	902.536	999.499	961.746	966.334	1010.934	777.327	859.447	854.185	570.797	442.307	432.435
"AT5G35480"	24.02	39.831	51.445	39.193	95.288	40.929	108.167	54.379	35.618	47.626	47.89	26.765	3.964	0	6.697
"AT5G35530"	1368.426	1601.226	1354.447	1285.217	1427.517	1315.661	1347.386	1266.754	1321.023	1268.047	1361.433	1287.778	1265.466	1651.19	1493.43
"AT5G35590"	823.526	752.246	640.959	783.051	613.077	628.172	792.441	594.599	727.034	763.72	732.882	825.891	1136.64	1246.873	1191.109
"AT5G35620"	491.371	425.628	355.057	380.503	420.704	310.23	345.664	348.558	332.089	311.271	333.517	380.063	359.721	487.081	451.569
"AT5G35630"	11344.757	11539.749	11960.629	12572.098	13563.21	12874.256	10558.048	9403.93	9957.436	9628.141	9468.459	8115.905	4899.345	2953.69	3877.56
"AT5G35680"	998.525	1050.413	823.126	880.218	933.1	880.271	828.889	858.469	793.033	945.72	998.84	1004.069	1851.128	2675.552	2142.082
"AT5G35732"	48.725	42.108	39.638	33.478	44.947	25.506	41.151	22.286	19.904	33.168	22.234	20.647	11.892	14.924	10.524
"AT5G35735"	1269.603	655.512	425.9	305.382	151.022	141.769	339.786	279.025	280.757	196.458	112.883	216.414	70.359	234.721	115.762
"AT5G35790"	621.762	892.225	734.573	795.299	756.908	864.255	469.116	515.259	543.704	482.215	426.731	475.652	209.094	180.451	255.443
"AT5G36230"	971.074	1078.864	1085.413	872.87	1024.792	952.045	964.098	1040.325	1055.981	864.925	1021.93	1041.54	643.138	556.276	673.526
"AT5G36290"	655.389	529.19	479.876	401.732	492.619	492.928	478.522	509.019	426.373	405.673	454.951	463.416	212.067	176.38	162.641
"AT5G36700"	41.176	38.693	36.265	41.643	19.777	26.1	34.096	38.332	13.619	27.215	16.248	48.177	0.991	4.07	1.913
"AT5G36910"	439.9	625.923	828.186	575.653	571.726	545.127	553.768	429.68	509.133	134.374	108.607	134.59	10.901	13.568	8.61
"AT5G37070"	301.96	332.308	267.347	283.336	230.129	222.44	258.66	279.916	291.233	210.065	196.689	275.297	390.441	409.745	503.231
"AT5G37260"	14.412	5.69	9.277	9.798	10.787	11.863	9.406	16.046	10.476	11.907	18.814	6.882	215.04	530.497	309.019
"AT5G37360"	1259.308	1095.935	1230.472	1535.891	1596.518	1481.75	1557.841	1457.524	1453.021	1468.757	1359.723	1255.66	1099.974	895.469	940.45
"AT5G37510"	901.761	794.354	680.597	792.85	830.621	820.953	892.378	848.663	715.511	786.682	850.041	913.833	906.735	1223.807	1083.957
"AT5G37540"	215.489	154.774	110.481	118.397	142.033	94.315	72.895	77.556	112.093	168.393	145.379	110.883	2603.272	3197.909	2988.773
"AT5G37600"	1745.875	1248.432	1254.087	1097.415	1057.154	1055.257	1661.305	2754.587	2190.531	1327.58	1220.33	2379.789	1526.09	1919.831	1635.024
"AT5G37770"	559.311	396.039	325.54	732.427	476.438	611.563	191.644	139.067	122.569	98.654	153.076	204.179	70.359	126.18	94.715
"AT5G37780"	1021.858	879.707	866.138	805.914	828.823	694.014	1193.365	1244.467	1201.597	1186.402	1170.73	1131.776	1218.89	1470.74	1250.425
"AT5G38410"	90794.427	98983.508	97440.077	107727.942	121712.912	107436.333	71267.999	57831.183	64651.571	52828.48	48173.524	48913.372	6086.524	3659.211	5291.583
"AT5G38420"	29445.172	29467.33	27079.667	29459.551	32739.403	30110.124	17848.744	14016.304	16119.417	14814.291	13078.139	14294.026	979.076	932.102	1019.857
"AT5G38430"	13258.768	13468.731	11111.358	11862.534	11323.051	9156.833	7896.197	6641.319	6913.111	5178.496	4328.878	5977.001	370.622	312.057	331.023
"AT5G38470"	839.31	995.787	932.764	909.613	846.802	851.205	1065.211	963.66	918.745	955.925	1066.399	893.185	1676.717	1655.261	1648.418
"AT5G38480"	2017.639	2227.149	2044.321	1967.018	1859.008	2036.961	1874.112	1656.318	1812.348	1702.636	1990.839	1755.018	1392.31	1409.685	1217.896
"AT5G38520"	874.31	1123.248	1018.787	1092.516	1220.761	1186.942	1135.754	1039.433	884.174	1121.766	1066.399	920.715	332.965	225.224	265.966
"AT5G38650"	810.487	637.304	637.585	582.185	701.173	664.355	716.019	665.023	624.369	750.112	767.944	758.596	2165.265	2401.485	2631.919
"AT5G38980"	1195.485	1715.03	1451.434	2034.79	2099.924	1855.449	2584.253	1920.188	1927.584	2135.523	2167.86	2151.904	393.414	269.997	267.88
"AT5G38990"	403.528	400.591	380.358	344.575	354.182	312.01	295.108	335.186	272.376	212.617	202.676	282.944	56.485	48.844	73.667
"AT5G39050"	473.527	207.124	224.336	136.36	122.256	98.467	115.221	158.679	142.474	142.028	140.248	159.825	1520.145	2158.623	1680.946
"AT5G39210"	152.352	234.437	216.745	223.729	266.086	224.813	409.154	284.373	348.851	258.542	189.848	193.473	44.594	4.07	19.134
"AT5G39510"	758.33	600.886	619.031	652.407	701.173	682.151	664.287	739.905	735.415	708.439	794.454	760.125	1358.617	1520.94	1631.197
"AT5G39520"	35	46.66	45.542	29.395	48.543	46.268	39.975	469.795	48.19	147.131	124	252.355	2281.208	1571.141	3076.791
"AT5G39530"	910.682	1062.932	1239.749	1312.162	1423.921	1485.309	1154.566	973.466	1103.123	1015.458	915.889	875.597	444.945	351.404	440.088
"AT5G39570"	2218.03	2032.544	1923.72	2011.928	2137.68	2301.517	2679.487	2565.6	2863.09	3386.561	3265.9	2684.909	8756.191	10004.829	8343.5
"AT5G39590"	517.449	484.806	543.128	427.861	483.63	456.744	657.233	529.523	467.229	591.075	661.048	459.593	2210.849	2183.044	2545.815
"AT5G39610"	238.136	344.827	346.624	298.85	381.151	394.461	144.615	262.978	187.52	130.972	161.627	175.119	998.895	808.635	1092.567
"AT5G39670"	328.038	342.551	285.058	489.101	124.054	123.38	146.966	232.669	156.092	38.271	53.021	169.766	24.774	33.919	10.524
"AT5G39730"	513.331	543.984	471.442	590.35	643.641	566.482	718.371	527.74	613.893	721.196	832.082	783.067	880.97	869.69	854.345
"AT5G39740"	3121.164	3306.013	2877.568	2310.777	2229.372	1876.804	2349.107	2127.005	2209.388	1955.224	2030.177	2190.904	1220.872	1176.32	1201.632
"AT5G39850"	83.039	79.663	54.819	92.268	118.66	72.96	104.64	129.261	93.236	117.364	147.945	117.766	234.859	157.385	217.174
"AT5G39950"	595.684	691.93	674.693	667.104	692.184	654.271	733.655	689.093	625.417	642.953	667.889	739.478	931.51	1014.865	1024.64
"AT5G40190"	240.881	291.339	279.998	216.38	228.331	237.27	253.957	254.064	266.09	245.785	264.248	264.591	250.715	256.43	275.534
"AT5G40370"	2305.186	2127.001	1932.997	1967.018	2076.552	1693.513	2325.592	2332.039	2118.247	2073.439	2125.956	2140.433	2061.213	2615.854	2767.773
"AT5G40500"	252.548	284.511	323.853	367.438	339.799	407.511	372.706	321.814	342.565	430.336	345.489	348.709	508.366	438.237	500.361
"AT5G40650"	418.626	371.002	356.744	289.051	397.332	289.469	364.476	398.479	300.661	366.551	346.344	328.827	427.107	567.13	516.625
"AT5G40670"	672.546	679.411	658.67	730.793	800.057	909.929	811.253	886.995	831.794	919.355	836.358	900.068	547.014	321.555	409.473
"AT5G40760"	202.45	203.71	132.409	177.187	124.054	179.139	195.171	162.244	202.187	272.15	246.289	266.885	421.161	450.448	396.079
"AT5G40780"	787.84	484.806	383.732	274.354	212.15	145.921	201.05	339.643	223.139	121.617	131.696	315.062	106.034	374.469	146.377
"AT5G40930"	224.411	172.982	233.613	201.683	160.011	207.018	261.012	240.692	219.996	214.318	259.117	228.649	516.294	575.271	501.318
"AT5G40950"	3895.964	4289.282	4252.256	3947.101	4039.837	3596.416	3678.857	2962.296	3080.991	2664.514	2205.487	2567.143	738.271	734.013	786.419
"AT5G40960"	39.117	31.865	39.638	23.679	28.766	38.556	28.217	37.441	53.428	56.981	70.979	44.353	202.157	200.802	231.525
"AT5G41010"	30.882	25.037	36.265	35.927	34.16	21.947	30.569	20.503	34.571	24.664	29.076	35.177	51.53	36.633	33.485
"AT5G41210"	584.703	604.3	522.887	634.443	677.801	656.644	717.195	660.566	714.463	875.981	673.02	728.007	678.813	696.023	715.622
"AT5G41260"	197.646	175.259	163.613	115.131	84.5	81.858	135.209	196.119	188.568	129.271	124	115.472	140.717	111.255	107.152
"AT5G41340"	297.156	363.036	352.527	396.017	447.672	481.064	498.509	443.052	408.564	418.43	431.862	316.591	254.679	233.365	374.075
"AT5G41350"	182.548	153.636	206.625	222.912	158.213	241.422	244.552	281.699	255.614	240.682	324.11	234.002	534.132	700.094	663.959
"AT5G41400"	79.608	110.39	95.3	77.57	48.543	75.926	192.82	114.997	144.569	184.551	192.414	207.237	224.95	204.872	281.274
"AT5G41520"	2163.815	2299.984	2105.044	1609.379	1623.486	1616.4	1604.87	1576.088	1576.638	1419.43	1534.178	1504.192	1107.902	1086.774	980.632
"AT5G41600"	555.88	596.334	483.249	536.46	578.918	580.125	894.73	779.129	728.082	847.065	918.454	936.774	311.164	172.31	231.525
"AT5G41685"	634.115	611.129	592.887	498.083	445.874	450.219	591.392	575.878	530.085	539.196	555.006	542.947	473.683	470.8	460.179
"AT5G41700"	2793.126	2845.106	4022.017	3819.723	4699.66	4419.742	5455.383	5294.335	5514.565	6309.617	6050.339	4709.871	6515.613	4892.516	5093.544
"AT5G41970"	261.47	242.403	231.083	244.959	271.48	196.934	205.753	197.902	245.138	227.075	262.538	234.767	300.263	449.091	350.157
"AT5G41990"	235.391	163.878	142.529	172.288	172.597	212.95	199.874	195.228	229.424	233.028	217.214	228.649	466.746	675.672	661.089
"AT5G42020"	999.898	765.902	593.73	769.987	765.897	527.925	614.906	713.162	558.371	517.935	746.565	1018.598	278.462	421.956	198.04
"AT5G42050"	2004.6	1402.068	1381.435	1125.177	862.983	1097.966	1233.34	1350.55	1087.409	1642.252	1931.833	1833.783	12523.85	17762.845	14032.119
"AT5G42070"	306.077	421.076	431.804	375.603	496.215	410.477	330.38	271.001	356.184	346.991	337.793	311.238	93.151	51.557	65.057
"AT5G42080"	594.311	652.098	529.634	554.423	510.598	559.363	559.647	644.52	643.226	613.187	770.51	562.064	877.006	1101.698	795.986
"AT5G42100"	675.978	687.378	680.597	664.655	524.981	668.508	491.455	455.532	488.181	443.093	513.103	548.3	173.419	122.109	142.55
"AT5G42110"	90.588	100.148	63.253	84.919	55.734	58.131	39.975	49.921	35.618	29.766	50.455	51.236	22.792	56.984	35.398
"AT5G42190"	865.389	819.39	883.005	781.418	911.525	831.63	1061.683	974.357	917.697	962.729	1056.992	838.126	1565.729	1717.672	1541.266
"AT5G42200"	68.627	97.872	50.602	109.415	134.841	143.548	85.828	114.997	99.522	90.15	128.276	81.06	289.363	223.867	297.538
"AT5G42270"	1916.757	2045.062	2244.199	2336.906	2250.946	2254.063	2253.873	1925.537	1928.631	2321.776	2059.253	1829.96	4326.565	4583.172	4795.049
"AT5G42300"	2078.031	1655.852	1461.555	1664.903	1637.869	1488.274	1789.46	1604.614	1590.256	1929.71	1709.488	1811.606	3883.603	5296.834	5462.835
"AT5G42390"	535.978	488.22	469.755	583.002	422.502	504.791	430.317	482.276	429.516	465.206	488.303	495.534	689.714	852.052	821.817
"AT5G42530"	27942.923	35545.614	28539.535	32627.684	36700.134	27074.851	34615.818	30152.481	29704.691	14589.767	15615.433	27324.744	983.04	1457.172	795.986
"AT5G42570"	225.097	177.535	216.745	190.251	271.48	189.223	251.606	197.902	244.091	366.551	345.489	293.65	1200.062	1720.386	1190.152
"AT5G42650"	1204.407	1198.359	803.729	1286.033	1549.773	1241.514	1452.026	939.591	1123.027	1438.14	1110.868	1444.544	438.999	526.427	422.867
"AT5G42790"	770.683	728.347	567.586	676.086	713.759	499.453	551.417	609.753	570.942	602.981	644.799	680.595	1227.809	1345.917	1307.828
"AT5G42800"	127.647	172.982	91.927	191.068	138.437	107.958	98.761	29.418	75.427	422.682	179.586	311.238	703.587	910.393	154.031
"AT5G42825"	245.685	373.278	520.357	409.081	573.524	465.049	788.914	740.797	732.272	759.467	862.868	578.123	1837.254	1892.695	2267.411
"AT5G42850"	579.213	612.267	629.152	608.314	641.843	515.469	650.178	574.095	621.227	735.654	736.303	678.301	1043.489	1370.339	1168.147
"AT5G42890"	445.39	500.739	421.683	427.045	458.46	403.952	460.886	490.299	444.182	516.234	593.489	553.653	559.897	550.849	649.609
"AT5G42900"	8.922	13.657	16.024	4.083	7.192	4.745	192.82	280.807	255.614	28.916	23.945	18.353	74.323	162.813	93.758
"AT5G42980"	7116.637	6961.405	6891.151	7982.388	9160.201	7963.366	9680.954	8224.539	8628.032	10301.711	9909.728	9236.975	12315.747	13379.118	13174.904
"AT5G43150"	330.783	360.759	437.707	569.937	726.344	609.19	894.73	720.293	626.465	1734.103	1812.109	1418.544	2135.535	2600.93	2222.446
"AT5G43260"	387.057	375.554	365.178	392.75	507.002	459.117	637.245	524.174	610.751	782.43	841.489	623.242	4020.356	4919.651	5148.076
"AT5G43270"	121.47	102.424	69.999	194.334	222.937	174.393	124.627	122.129	68.094	102.907	145.379	106.295	74.323	119.396	121.503
"AT5G43330"	207.94	231.023	142.529	190.251	169.001	179.732	249.255	161.353	156.092	300.215	269.379	230.179	376.568	426.026	313.802
"AT5G43440"	297.156	380.106	436.864	404.998	397.332	438.949	463.237	492.082	492.372	498.374	394.234	400.71	452.872	439.594	411.387
"AT5G43450"	551.762	298.167	274.094	392.75	242.714	325.06	272.769	294.179	299.614	244.935	315.558	243.179	1886.803	2801.732	1981.354
"AT5G43460"	1169.407	970.75	1187.461	1112.929	1271.101	1232.023	1312.114	1411.169	1464.544	1342.888	1432.412	1216.659	1953.197	2153.195	2206.182
"AT5G43700"	648.527	848.98	999.39	854.089	880.961	1065.934	566.701	772.889	825.509	593.626	467.779	541.417	253.688	252.359	250.659
"AT5G43750"	1172.152	1233.638	1240.593	1527.726	1681.018	1517.933	1266.26	1071.526	1095.789	1257.841	1192.964	993.363	231.886	165.526	179.862
"AT5G43760"	843.428	776.145	707.585	676.086	566.332	606.224	490.279	467.121	520.657	398.019	401.931	375.474	713.497	804.565	644.825
"AT5G43780"	420.685	488.22	473.129	636.076	758.706	623.426	734.831	670.372	643.226	973.785	1227.171	894.715	2066.168	1818.073	2118.164
"AT5G43830"	1521.464	1990.436	1781.191	1589.782	1456.283	1398.705	1601.343	1389.774	1530.543	1101.355	1081.792	1173.071	870.07	903.609	1032.294
"AT5G43850"	574.409	559.917	626.622	1035.359	1156.037	912.302	980.558	846.88	874.746	2077.692	2260.218	1175.365	5247.174	3877.651	5403.519
"AT5G43940"	2421.853	2838.278	2359.74	2445.504	2765.14	2128.31	2871.131	2610.172	2466.05	2548.851	2764.77	2790.44	1838.245	1364.912	1653.201
"AT5G43970"	527.057	491.634	485.779	405.815	379.353	398.613	456.183	340.535	364.565	277.252	318.124	349.474	204.139	192.661	264.053
"AT5G44005"	102.941	85.353	150.119	163.306	199.565	186.257	277.472	190.771	245.138	254.29	342.069	259.238	186.302	206.229	319.542
"AT5G44020"	2618.813	3146.687	3439.25	1617.544	1657.646	1957.475	1159.269	1231.096	1462.449	223.673	145.379	246.238	91.169	84.12	65.057
"AT5G44100"	252.548	291.339	273.251	222.096	260.693	266.928	328.028	320.923	329.994	317.224	325.82	335.709	447.917	502.005	500.361
"AT5G44190"	547.645	691.93	831.56	1018.212	1141.654	1154.91	872.391	916.413	981.601	1206.813	1014.233	1009.422	657.012	553.563	552.024
"AT5G44340"	2511.754	2474.104	2712.268	2031.524	2062.169	2270.078	2377.324	2565.6	2521.573	1424.533	1817.24	1773.371	642.147	609.19	712.752
"AT5G44400"	325.293	242.403	258.914	373.97	309.235	295.401	349.192	267.436	306.947	373.355	259.972	458.063	103.061	54.271	50.706
"AT5G44580"	2394.402	2475.242	2317.572	2950.936	2878.407	2493.112	1889.397	1860.461	2066.914	1457.701	1410.178	1714.488	288.372	389.393	224.828
"AT5G44650"	633.429	569.021	539.755	547.074	625.662	597.92	514.969	481.384	569.894	485.617	499.42	529.182	256.661	230.651	177.949
"AT5G44670"	37.059	42.108	25.301	65.322	84.5	69.995	54.084	65.076	48.19	141.178	111.172	120.825	427.107	473.513	415.214
"AT5G44680"	612.154	730.623	765.777	787.951	862.983	1058.816	634.894	606.188	735.415	376.757	367.724	368.592	214.049	111.255	124.373
"AT5G44720"	573.723	734.037	673.85	903.898	650.833	645.374	706.613	594.599	548.942	767.972	660.192	730.301	313.146	206.229	260.226
"AT5G44790"	224.411	184.363	208.312	207.398	188.777	278.199	222.213	294.179	232.567	209.215	252.276	235.532	425.125	729.943	647.695
"AT5G45010"	476.273	315.238	355.901	320.896	447.672	332.178	425.614	351.232	426.373	409.075	481.462	448.887	752.145	894.112	1018.9
"AT5G45100"	227.156	198.019	164.457	190.251	217.544	191.595	197.522	214.84	245.138	166.692	181.296	180.472	405.306	351.404	438.175
"AT5G45110"	531.174	465.459	381.202	436.843	215.746	313.789	297.459	268.327	240.948	219.421	170.179	214.885	271.525	318.841	327.196
"AT5G45130"	725.389	661.203	655.296	598.516	677.801	572.413	685.45	635.605	625.417	652.308	714.923	645.418	1718.338	2056.865	2096.16
"AT5G45350"	968.329	968.474	808.789	997.798	1233.346	1054.071	1133.403	1051.914	1038.171	1600.58	1493.13	1239.601	2338.684	2607.714	2681.668
"AT5G45360"	237.45	297.029	329.756	275.987	341.597	284.724	328.028	334.295	305.899	288.308	305.296	350.239	799.711	1086.774	969.151
"AT5G45390"	2498.029	2804.136	2438.174	2372.017	2285.106	2242.199	2601.889	2186.732	2318.338	2047.925	1929.267	2149.61	1345.734	1223.807	1227.464
"AT5G45550"	577.841	556.503	489.153	472.77	462.055	521.993	377.409	437.703	472.467	315.523	356.607	354.827	659.985	582.055	549.154
"AT5G45680"	1152.25	1520.425	1436.254	1149.673	1364.591	1173.299	1368.549	1012.69	1177.502	804.542	731.172	760.125	445.935	383.966	443.915
"AT5G45775"	1981.266	1872.08	1705.288	1312.979	1740.348	1257.53	1374.427	1291.714	1367.118	1332.682	1403.337	1375.72	507.375	497.935	418.084
"AT5G45890"	19.902	17.071	16.867	4.083	84.5	45.674	19.987	4798.688	12.571	50.178	15.393	1961.49	396.387	119.396	254.486
"AT5G45930"	728.134	1109.591	1117.461	722.628	818.036	844.087	854.755	694.441	848.556	537.495	463.503	505.476	136.754	94.974	88.018
"AT5G45950"	404.214	609.991	608.911	846.741	880.961	769.347	899.433	785.369	785.7	638.701	878.261	715.007	1150.514	1297.073	1829.237
"AT5G46020"	1564.013	1557.98	1683.36	1588.149	1555.167	1436.075	1724.795	1731.2	1698.159	1811.495	1671.86	1549.31	1847.164	1942.896	2036.843
"AT5G46030"	572.351	665.755	678.067	645.874	722.748	615.715	630.191	672.155	761.605	813.047	679.006	679.83	905.745	1014.865	1013.16
"AT5G46110"	16679.833	18983.684	19679.122	19690.598	23368.85	21325.805	18834.005	17338.747	19202.504	16392.758	15825.805	15070.974	4847.814	2953.69	4113.869
"AT5G46170"	143.431	94.458	118.915	156.774	131.245	173.207	183.414	119.455	231.52	187.103	192.414	181.237	249.724	421.956	346.33
"AT5G46180"	172.254	207.124	236.143	210.664	242.714	180.918	184.589	295.071	188.568	265.346	258.262	239.355	1146.55	1305.214	1516.391
"AT5G46290"	817.35	924.09	863.608	820.612	791.067	785.363	785.387	667.698	631.703	571.514	624.275	632.418	304.227	375.826	330.066
"AT5G46420"	529.115	637.304	735.416	618.112	557.343	661.983	700.735	569.638	557.323	582.57	557.572	495.534	497.466	495.221	382.685
"AT5G46430"	465.978	614.543	662.886	411.531	586.109	408.104	519.672	553.592	465.134	419.28	464.358	453.475	571.788	591.552	542.457
"AT5G46790"	205.881	175.259	185.541	201.683	165.405	183.291	144.615	131.935	121.522	68.037	112.883	149.119	54.503	56.984	64.1
"AT5G46840"	168.823	135.427	212.528	145.342	195.969	179.139	169.305	180.965	168.664	154.785	145.379	188.884	443.954	447.734	414.257
"AT5G46860"	443.331	489.358	492.526	393.567	454.864	394.461	663.111	601.73	720.749	569.813	649.075	539.888	864.124	1177.677	1167.191
"AT5G47030"	2515.872	2722.197	2455.884	2370.384	2527.82	2410.661	2303.253	2085.107	2101.485	1883.785	2077.212	2217.669	2107.788	2476.107	2287.502
"AT5G47070"	240.195	191.191	173.734	139.626	158.213	116.855	157.548	109.649	116.284	91	72.69	132.295	154.591	173.667	172.208
"AT5G47110"	2935.87	3422.093	3576.719	3239.987	3457.324	3454.054	3132.142	3180.702	3403.652	2828.654	2757.928	2634.438	1360.599	1280.792	1296.347
"AT5G47120"	958.035	1021.962	922.643	965.137	967.26	1208.296	1307.411	1384.425	1280.167	1332.682	1434.978	1563.074	2908.49	2748.818	2824.219
"AT5G47190"	2366.951	2758.615	2743.472	2309.961	1943.509	2012.641	2126.894	1968.327	1820.728	1504.477	1369.13	1503.427	580.707	484.367	420.954
"AT5G47200"	850.977	779.559	765.777	623.828	688.588	707.064	519.672	693.55	508.086	591.925	742.289	759.361	2897.59	3077.157	3087.315
"AT5G47210"	2220.089	2586.77	2322.632	1908.228	2141.276	1797.911	2184.505	2100.262	2173.769	1740.907	1996.826	2203.14	1168.351	1177.677	1127.009
"AT5G47240"	321.175	303.857	237.829	461.339	402.725	328.025	710.14	661.458	788.843	665.065	530.206	534.535	325.037	233.365	151.161
"AT5G47550"	121.47	161.602	174.577	192.701	244.512	176.766	276.296	180.073	159.235	412.477	537.903	303.591	2403.097	1838.425	2188.961
"AT5G47560"	587.449	687.378	707.585	671.187	751.514	728.418	603.149	602.622	543.704	1301.215	1558.123	996.422	9948.325	10565.175	9723.081
"AT5G47570"	1055.486	1123.248	1081.196	898.182	1048.164	753.331	1106.361	832.616	900.936	949.972	1001.406	981.127	1139.613	1056.925	1035.164
"AT5G47640"	270.391	307.271	317.949	457.256	507.002	527.332	668.99	514.368	586.656	1296.112	1405.047	951.304	1556.81	734.013	839.038
