Geneid	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3
LOC_Os02g15550	2537	2401	2465	3402	3835.5	3033.5
LOC_Os02g15560	39	49.5	60.5	8	6	1
LOC_Os02g15570	0	0	0	0	0	0
LOC_Os02g15580	1024	869	831	838	932	797
LOC_Os02g15594	322	328	285	335	345	251
LOC_Os02g15610	222	264	219	293	301	278
LOC_Os02g15620	0	0	0	0	0	0
LOC_Os02g15630	0.99	0.94	0.62	0.59	0.52	0.62
LOC_Os02g15640	669	739	595	622	836	555
LOC_Os02g15660	4001.17	4198.33	4365	4685.33	5812.5	4587.33
LOC_Os02g15670	43	38	44	30	35	37
LOC_Os02g15680	0	0	0	0	0	0
LOC_Os02g15690	67	61	50	68	75	40
LOC_Os02g15700	19	26	27	7	4	3
LOC_Os02g15704	1	2	3	6	5	6
LOC_Os02g15710	0	0	0	0	0	0
LOC_Os02g15720	0	0	0	0	0	0
LOC_Os02g15730	0	0	0	0	0	0
LOC_Os02g15740	1	1	0	5	2	8
LOC_Os02g15750	6980	6934.5	7439	6032	6616	7404
LOC_Os02g15760	0	0	0	0	0	0
LOC_Os02g15770	0	0	0	0	0	0
LOC_Os02g15780	1	0	1	0	0	0
LOC_Os02g15790	1	1	1	0	0	1
LOC_Os02g15800	160	200	126	232	250	230
LOC_Os02g15810	6	9	5	6	8	12
LOC_Os02g15820	4	3	2	19	29	35
LOC_Os02g15830	0	0	0	0	0	0
LOC_Os02g15840	0	0	0	0	0	0
LOC_Os02g15850	0	0	0	1	0	0
LOC_Os02g15860	120	98	96	7833	8114.5	7858
LOC_Os02g15870	190	257	144	237	287	227
LOC_Os02g15880	357	285	335	242	289	202
LOC_Os02g15885	0	0	0	0	0	0
LOC_Os02g15890	0	0	0	0	0	0
LOC_Os02g15900	3060	3366	3232	3211	3570	3086.5
LOC_Os02g15910	0	0	0	0	0	0
LOC_Os02g15920	6	3	6	12	5	3
LOC_Os02g15930	25	12	18	469	640	257
LOC_Os02g15950	57	71	58	95	116	91
LOC_Os02g15960	7	3	5	8	11	11
LOC_Os02g15970	251	269	259	295	357	264
LOC_Os02g15980	129	167	128	186	192	168
LOC_Os02g15990	0.92	1.17	2.06	0.8	0.6	0.94
LOC_Os02g16000	807	787	659	981	1124	844
LOC_Os02g16010	0.14	0	0.35	0	1.43	0
LOC_Os02g16020	0	0	0.1	0	0	0
LOC_Os02g16030	75	44	43	22	18	15
LOC_Os02g16040	950	926	849	1000	1038	801
LOC_Os02g16050	1	1.1	0.11	3	0.22	0.2
LOC_Os02g16060	59	61	37	42	43	26
LOC_Os02g16070	35	38	27	26	30	27
LOC_Os02g16080	0	0	0	0	0	0
LOC_Os02g16090	0	0	0	0	0	0
LOC_Os02g16100	0	0	0	0	0	0
LOC_Os02g16110	0	0	0	0	0	0
LOC_Os02g16120	0	0	0	0	0	0
LOC_Os02g16130	2	0	3	5.33	9.33	3.75
LOC_Os02g16140	0	0	0	0	0	0
LOC_Os02g16150	0	0	0	0	0	0
LOC_Os02g16160	0	0	0	0	0	1
LOC_Os02g16180	0	0	0	0	0	0
LOC_Os02g16190	0	0	0	0	0	0
LOC_Os02g16200	0	0	0	0	0	0
LOC_Os02g16210	0	0	0	0	0	0
LOC_Os02g16220	0	0	0	0	0	0
LOC_Os02g16230	0	0	0	0	0	0
LOC_Os02g16240	0	0	0	0	0	0
LOC_Os02g16250	0	0	0	0	0	0
LOC_Os02g16260	0	0	0	0	0	0
LOC_Os02g16270	564	465	418	276	254	206
LOC_Os02g16280	89.13	63.06	57.02	11.24	13.1	19.8
LOC_Os02g16290	0	0	0	0	0	0
LOC_Os02g16300	0	0	1	0	0	0
LOC_Os02g16310	0	0	0	0	0	0
LOC_Os02g16320	0	0	0	0	0	0
LOC_Os02g16330	0	0	0	0	0	0.17
LOC_Os02g16340	0	0	0	0	0	0
LOC_Os02g16350	0	0	0	0	0	0
LOC_Os02g16360	0	0.2	0	0.5	2.2	0
LOC_Os02g16370	0	0	0.1	0	0	0
LOC_Os02g16380	0	0	0	0	0	0
LOC_Os02g16390	0	0	0	0	0	0.17
LOC_Os02g16400	0	0	0	0	0	0
LOC_Os02g16410	0	0	0	0.5	0	0
LOC_Os02g16420	0	0.2	0	0	0.2	0
LOC_Os02g16430	0	0	0	0	0	0.33
LOC_Os02g16440	0	0	0	0	0	0
LOC_Os02g16450	338	382	220	225	222	223
LOC_Os02g16460	0	0	0	0	1	0
LOC_Os02g16470	5.51	8.71	8.21	5.47	7.15	5.53
LOC_Os02g16480	24	23.5	23	24	23	30
LOC_Os02g16490	396	396	402	599	649	569
LOC_Os02g16500	9	14	17	41	59	36
LOC_Os02g16510	0	0	2	0	1	0
LOC_Os02g16520	3	0	1	0	2	0
LOC_Os02g16529	0	0.5	1	0	0.5	0
LOC_Os02g16540	151	152	125	74	86	85
LOC_Os02g16544	4	2	4	0	1	0
LOC_Os02g16550	1101	1290	1042	1244.5	1504	1239
LOC_Os02g16560	1	2	0	0	0	0
LOC_Os02g16570	0	0	0	0	0	0
LOC_Os02g16580	0	0	0	0	0	0
LOC_Os02g16590	0	0	0	0	0	0
LOC_Os02g16600	743	754	715	610	667	492
LOC_Os02g16610	11	13	17	9	11	14
LOC_Os02g16620	2186	2038	1887	2291	2761	1995
LOC_Os02g16630	274	289	263	270	288	267
LOC_Os02g16640	371	486.5	376	489	541	480
LOC_Os02g16650	114	100	100	161	149	133
LOC_Os02g16660	439	409	360	402	372	325
LOC_Os02g16670	295	270	244	315	334	254
LOC_Os02g16680	447	443	324	563	688	559
LOC_Os02g16690	0	0	4	0	0	0
LOC_Os02g16709	494	586	668	625	655	590
LOC_Os02g16730	0	0	0	0	1	0
LOC_Os02g16740	0	0	0	0	0	0
LOC_Os02g16750	0	0	0	0	0	0
LOC_Os02g16760	0	0	0	0	0	0
LOC_Os02g16770	0	0	0	0	0	0
LOC_Os02g16780	0	0	0	0	0	0
LOC_Os02g16790	0	0	0	3	2.5	2.5
LOC_Os02g16800	0	0	0	0	0	0
LOC_Os02g16809	0	0	0	0	0	0
LOC_Os02g16820	0	0	0	0	0	0
LOC_Os02g16830	0	0	0	0	0	0
LOC_Os02g16839	0	0	0	0	0	0
LOC_Os02g16850	0	1	1	0	0	0
LOC_Os02g16860	0	0	0	0	0	0
LOC_Os02g16880	202	223	182	229	252	178
LOC_Os02g16890	1	0	0	0	0	0
LOC_Os02g16900	0	0	0	0	0	0
LOC_Os02g16909	265	334	282	213	260	252
LOC_Os02g16920	0	0	0	0	0	0
LOC_Os02g16930	0	0	0	0	0	0
LOC_Os02g16940	6	7	1	7	2	5
LOC_Os02g16950	0	0	0	0	0	0
LOC_Os02g16960	0	0	0	0	0	0
LOC_Os02g16970	0	0.25	0	0	0.25	0
LOC_Os02g16980	0	0	0	0	0	0
LOC_Os02g16990	0	0	0	0	0	0
LOC_Os02g16995	7	2	4	3	7	3
LOC_Os02g17000	13.5	7.83	20.67	1	3	4.5
LOC_Os02g17010	0	0	0	0	0	0
LOC_Os02g17020	0	0	0	0	0	0
LOC_Os02g17030	0	0	0	0	0	0
LOC_Os02g17040	0.11	0	0	0	0	0
LOC_Os02g17050	0.46	0.12	0	0.1	0.12	0
LOC_Os02g17060	0	0.33	0.67	0	0	0
LOC_Os02g17070	0.25	0	0	0	0	0
LOC_Os02g17080	0	1	0	0	2	1
LOC_Os02g17090	2	2	4	7	6	5
LOC_Os02g17100	2.25	2	0	0	0	0
LOC_Os02g17110	0	0	0	0	0	0
LOC_Os02g17120	0	0	0	0	0	0
LOC_Os02g17130	0	0	0	0	0	0
LOC_Os02g17140	0	1	0	1	0	0
LOC_Os02g17150	0	0	0	0	0	0
LOC_Os02g17160	0	0	0	0	0	0
LOC_Os02g17170	0	0	0	0	0	0
LOC_Os02g17180	0	0	0	0	1	0
LOC_Os02g17190	558	502	528	595	661.5	484
LOC_Os02g17200	0	0	0	0	0	0
LOC_Os02g17210	0	0	0	0	0	0
LOC_Os02g17220	0	0	0	0	0	0
LOC_Os02g17230	0	0	0	0	0	0
LOC_Os02g17240	0	0	0	0	0	0
LOC_Os02g17250	143	147	125	161	151	162
LOC_Os02g17260	0	0	0	0	0	0
LOC_Os02g17270	0	0	0	0	0	0
LOC_Os02g17280	288	303	264	305	358	295
LOC_Os02g17292	647	598	584	466	513	391
LOC_Os02g17304	280	231	234	187	230	135
LOC_Os02g17320	257	225	172	193	185	150
LOC_Os02g17330	277	280	353	96	104	66
LOC_Os02g17340	4.5	4.5	3.5	3	3.5	2.5
LOC_Os02g17350	1505	1470	1441	1339	1609	1180
LOC_Os02g17360	656	755	739	658	766	610
LOC_Os02g17370	9	13	10	13	26	9
LOC_Os02g17380	266	291	228	279	348	261
LOC_Os02g17390	2419	2383	2174	2146	2231	2043.67
LOC_Os02g17400	91	75	54	24	44	12
LOC_Os02g17410	0	0	0	0	0	0
LOC_Os02g17420	0.11	1	0	0	0	0
LOC_Os02g17430	0.21	0.57	0.58	1	0.31	0.17
LOC_Os02g17440	1	3	2	2	1	0
LOC_Os02g17450	0	0	0	0	0	0
LOC_Os02g17460	53	44	43	53	72	45
LOC_Os02g17470	857	898	770	451	551	440
LOC_Os02g17480	0	0	0	0	2	2
LOC_Os02g17490	1	0	1	0	0	1
LOC_Os02g17500	1632	1556	1535	2780	3146	2517
LOC_Os02g17520	119	116	116	143	144	146
LOC_Os02g17534	388.5	409	381	102	172.5	111.5
LOC_Os02g17550	0	0	0	0	0	0
LOC_Os02g17560	0	0	0	0	0	0
LOC_Os02g17570	0	0	0	0	0	0
LOC_Os02g17580	0	0	0	0	0	0
LOC_Os02g17590	31	35	36	10	14	6
LOC_Os02g17600	6.5	7	8	1	1.5	2.5
LOC_Os02g17610	0	0	0	0	0	0
LOC_Os02g17620	0	0	0	0	0	0
LOC_Os02g17630	0	0	0	0	0	0
LOC_Os02g17640	468	484	430	514	487.5	424
LOC_Os02g17650	1442	1657	1513.5	2274	2562.5	2044.5
LOC_Os02g17660	0	0	0	0	0	0
LOC_Os02g17670	0	0	0	0	0	0
LOC_Os02g17680	195	192	180	77	117	83
LOC_Os02g17690	0	0	0	0	0	0
LOC_Os02g17700	204	244	190	234	288	238
LOC_Os02g17710	855	722	677	126	101	63
LOC_Os02g17714	2	0	1	0	0	0
LOC_Os02g17720	8.96	14.01	8.22	8.25	9.92	5.87
LOC_Os02g17730	21	35	32	8	7	3
LOC_Os02g17740	9.14	13.14	8.5	4.81	2.5	3.22
LOC_Os02g17750	29.17	30	31.67	3	2	1
LOC_Os02g17760	991	1182	780	886	929.5	741
LOC_Os02g17770	0	0	0	0	0	0
LOC_Os02g17780	255	225	234	38	28	23
LOC_Os02g17790	0	0	0	0	0	0
LOC_Os02g17810	0	0	0	0	0	0
LOC_Os02g17820	0	0	0	0	0	0
LOC_Os02g17830	0	0	0	0	0	0
LOC_Os02g17840	0	0	0	0	0	0
LOC_Os02g17850	285	339	274	387	498	394
LOC_Os02g17860	202	155	154	192	190	146
LOC_Os02g17870	1102	1126	920	1105	1177	1155
LOC_Os02g17880	2	1	0	94	75	178
LOC_Os02g17890	0	0	0	0	0	0
LOC_Os02g17900	0	0	0	0	0	0
LOC_Os02g17910	487	471	441	531	453	401
LOC_Os02g17920	5640	7275	5977	7546	8498	8732
LOC_Os02g17930	0	0	0	0	0	0
LOC_Os02g17940	614	629	685	251	291	305
LOC_Os02g17960	0	0	0	0	0	0
LOC_Os02g17970	1447	1273	1428	1056	1243	962
LOC_Os02g17980	0	0	0	0	0	0
LOC_Os02g17990	213	210	225	266	262	217
LOC_Os02g18000	153	133	138	81	120	45
LOC_Os02g18010	0	0	0	0	0	0
LOC_Os02g18020	0	0	0	0	0	0
LOC_Os02g18030	0	0	0	0	0	0
LOC_Os02g18040	0	0	0	0	0	0
LOC_Os02g18050	0	0	0	0	0	0
LOC_Os02g18060	0	0	0	0	0	0
LOC_Os02g18064	0	2	6	0	0	0
LOC_Os02g18070	218	276	210	133	198	54
LOC_Os02g18080	132	134	145	36	69	22
LOC_Os02g18090	364	451	331	649	655	694
LOC_Os02g18100	0	0	0	0	0	0
LOC_Os02g18110	2	3	2	3	3	3
LOC_Os02g18115	3	4	1	2	6	5
LOC_Os02g18120	0	0	0	0	0	0
LOC_Os02g18130	0	0	0	0	0	0
LOC_Os02g18140	45	48	37	19	16	11
LOC_Os02g18150	195	283	246	123	102	117
LOC_Os02g18160	0	0	0	0	0	0
LOC_Os02g18170	0	0	0	0	0	0
LOC_Os02g18180	120	88	122	131	186	166
LOC_Os02g18190	0	0	0	0	0	0
LOC_Os02g18200	0	0	0	0	0	0
LOC_Os02g18210	0	0	0	0	0	0
LOC_Os02g18220	0	0.33	0.33	0	0.25	0.33
LOC_Os02g18230	2.12	6.09	6.03	4.34	5.89	5.1
LOC_Os02g18240	0	2.15	1	4.46	2.33	2.33
LOC_Os02g18250	0	2.33	0.67	0	0.25	1.67
LOC_Os02g18260	0	0	0	0	0	0
LOC_Os02g18270	0	0	0	0	0	0
LOC_Os02g18280	0	0	0	0	0	0
LOC_Os02g18290	0	0	0	0	0	0
LOC_Os02g18300	0	0	0	0	0	0
LOC_Os02g18310	1.03	1.23	1.13	0.8	0.54	0.41
LOC_Os02g18320	536	551	534	564	685	516
LOC_Os02g18330	0	0	0	0	0	0
LOC_Os02g18340	0	0	0	1	0	0
LOC_Os02g18350	0	0	0	0	0	0
LOC_Os02g18360	0	0.62	1.4	1.5	1.85	0.99
LOC_Os02g18370	218	247	226	244	256	215
LOC_Os02g18380	2132	2572	2077	4437	4097	4710
LOC_Os02g18390	108	147	98	173	188	196
LOC_Os02g18400	0	0	0	0	0	0
LOC_Os02g18410	13	12	6	10	2	4
LOC_Os02g18420	0	0	0	0	0	0
LOC_Os02g18430	1	3	0	8	5	1
LOC_Os02g18440	0	0	0	0	0	0
LOC_Os02g18450	4525	4499	4824	3904	4133	3615
LOC_Os02g18460	124	146	132	330	416	373
LOC_Os02g18470	0	0	0	0	1	0
LOC_Os02g18480	283	323	277	230	290	229
LOC_Os02g18490	3	1	2	6	2	5
LOC_Os02g18500	0	0	0	0	0	0
LOC_Os02g18510	1	6	4	3	3	0
LOC_Os02g18515	29	35	34	39	46	42
LOC_Os02g18520	3	3	1	4	2	1
LOC_Os02g18530	1	3	1	1	4	0
LOC_Os02g18540	775	505	673	99	86	141
LOC_Os02g18550	950	1156	1017	1600	1788	1502
LOC_Os02g18560	0	0	0	0	0	0
LOC_Os02g18570	0	0	0	0	0	0
LOC_Os02g18580	0	0	0	0	0	0
LOC_Os02g18590	1	1	0	0	0	0
LOC_Os02g18600	0	0	0	0	0	0
LOC_Os02g18610	2	1	3	0	0	0
LOC_Os02g18612	181	194	163	141	141	118
LOC_Os02g18614	0	1	2	3	1	1
LOC_Os02g18620	3	5	1	6	5	3
LOC_Os02g18630	47	82	48	149	196	151
LOC_Os02g18640	102	92	82	118	135	128
LOC_Os02g18650	0	0	0	0	0	0
LOC_Os02g18660	713	861	754	1016	976	984
LOC_Os02g18670	12.5	2	7	5	12	10
LOC_Os02g18690	0	0	0	0	0	0
LOC_Os02g18700	0	0	0	0	0	0
LOC_Os02g18710	0	0	0	0	0	0
LOC_Os02g18720	0	0	0	0	0	0
LOC_Os02g18730	0	0	0	0	0	0
LOC_Os02g18740	0	0	0	0	0	0
LOC_Os02g18750	0	0	0	0	0	0
LOC_Os02g18760	0	0	0	0	0	0
LOC_Os02g18770	0	0	0	0	0	0
LOC_Os02g18780	13	12	17	27	18	14
LOC_Os02g18784	145	186	114	254	215	248
LOC_Os02g18790	0	0	0	0	0	0
LOC_Os02g18800	0	0	0	0	0	0
LOC_Os02g18810	517	470	397	446	472	399
LOC_Os02g18820	1061	920	915	878	994	830.5
LOC_Os02g18830	596	567	482	798	755	775
LOC_Os02g18840	237	240	203	279	324	232
LOC_Os02g18850	529	561	530	455	551	407
LOC_Os02g18860	0	0	0	0	0	0
LOC_Os02g18870	11	13	15	13	4	13
LOC_Os02g18880	8	0	10	19	18	5
LOC_Os02g18890	0	0	0	0	0	0
LOC_Os02g18900	0	0	0	0	2	0
LOC_Os02g18910	0	0	0	0	0	0
LOC_Os02g18920	1	1	0	0	0	1
LOC_Os02g18930	0	0	0	0	0	0
LOC_Os02g18940	475	461	486	584	640	539
LOC_Os02g18954	0	0	0	0	0	0
LOC_Os02g18970	0	0	0	0	0	0
LOC_Os02g18980	2	1	4	0	0	0
LOC_Os02g18990	0	2	11.5	0	0	1
LOC_Os02g19000	0	0	0	0	0	0
LOC_Os02g19010	6	4.83	5.83	4	5.83	0.5
LOC_Os02g19020	0	0	0	0	0	0
LOC_Os02g19030	0	0	0	0	0	0
LOC_Os02g19040	39	32	40	44	44	53
LOC_Os02g19050	0	0	0	0	0	0
LOC_Os02g19060	15	7	7	4	3	4
LOC_Os02g19070	0	1	0	0	0	0
LOC_Os02g19080	0	0	0	0	0	0
LOC_Os02g19090	0	0	0	0	0	0
LOC_Os02g19100	0	0	1	0	0	0
LOC_Os02g19110	0	0	0	0	0	0
LOC_Os02g19130	0	0	0	0	0	0
LOC_Os02g19140	669	784	659	744	801	669
LOC_Os02g19150	2489	2739.5	2174	1857.33	1863	1749
LOC_Os02g19160	0	0	0	0	0	0
LOC_Os02g19170	296	333	307	307	347	319
LOC_Os02g19180	0	0	0	0	0	0
LOC_Os02g19200	350	286	256	309	335	297
LOC_Os02g19210	894	815	777	780	818	654
LOC_Os02g19220	468.83	476.83	435.83	353.67	431.5	359.83
LOC_Os02g19230	0	2	2	1	0	0
LOC_Os02g19240	0	0	0	0	0	0
LOC_Os02g19250	0	0	0	0	0	0
LOC_Os02g19260	0	0	0	0	0	0
LOC_Os02g19270	0	0	0	0	0	0
LOC_Os02g19280	0	0	0	0	0	0
LOC_Os02g19290	0	0	0	0	0	0
LOC_Os02g19300	0	0	0	0	0	0
LOC_Os02g19310	0	0	0	0	0	0
LOC_Os02g19320	0	0	0	0	0	0
LOC_Os02g19330	630.33	598.33	613.33	504.17	584.5	473.33
LOC_Os02g19340	0	0	0	0	0	0
LOC_Os02g19350	0	0	0	0	0	0
LOC_Os02g19360	0	0	0	0	0	0
LOC_Os02g19370	0	0	0	0	0	0
LOC_Os02g19380	0	0	0	0	0	0
LOC_Os02g19390	0	0	0	0	0	0
LOC_Os02g19400	0	0	0	0	0	0
LOC_Os02g19410	75	61	50	66	94	54
LOC_Os02g19420	0	0	0	0	0	0
LOC_Os02g19430	0	0	0	0	0	0
LOC_Os02g19440	345	358	323	337	352	298
LOC_Os02g19450	20	40	15	26	69	29
LOC_Os02g19460	0	0	0	0	0	0
LOC_Os02g19470	78	88	82	343	303	349
LOC_Os02g19480	0	0	0	0	0	0
LOC_Os02g19490	0	0	0	0	0	0
LOC_Os02g19510	1284	1272	1227	1301	1359	1045
LOC_Os02g19520	0	0	0	0	0	0
LOC_Os02g19530	110	135	111	110	112	114
LOC_Os02g19540	2	7	3	13	9	3
LOC_Os02g19550	252.5	331.5	286	307.5	367.33	305
LOC_Os02g19570	0	0	1	0	0	0
LOC_Os02g19580	0	0	0	0	0	0
LOC_Os02g19600	0	0	0	0	0	0
LOC_Os02g19620	0	0	0	1	0	0
LOC_Os02g19629	176.5	221.5	216.5	188	207	195.5
LOC_Os02g19640	63	54	56	18	18	15
LOC_Os02g19650	879	1016	771	429	409	481
LOC_Os02g19660	0	0	0	0	0	0
LOC_Os02g19670	0	0	0	0	0	0
LOC_Os02g19680	0	0	1	0	0	0
LOC_Os02g19690	0	0	0	0	0	0
LOC_Os02g19700	0	0	0	0	0	0
LOC_Os02g19710	0	0	0	0	0	0
LOC_Os02g19720	0	0	0	0	0	1
LOC_Os02g19730	0	0	0	0	0	0
LOC_Os02g19740	0	0	0	0	0	0
LOC_Os02g19750	0	0	1	0	1	1
LOC_Os02g19760	0	0	0	0	0	0
LOC_Os02g19770	583	637	464	479	588	635
LOC_Os02g19780	0	0	0	0	0	0
LOC_Os02g19790	5	1	1	3	6	2
LOC_Os02g19804	277	301	249	366	436	420
LOC_Os02g19820	2953	4329	4980	1670	1928	2100
LOC_Os02g19830	0	0	0	0	0	0
LOC_Os02g19840	0	0	0	0	0	0
LOC_Os02g19850	13	19	17	14	19	11
LOC_Os02g19860	685	777	752	725	755	680
LOC_Os02g19880	0	0	0	0	0	0
LOC_Os02g19890	362	295	320	151	173	121
LOC_Os02g19900	0	0	0	0	0	0
LOC_Os02g19924	994	1277	935	1061	947	1035
LOC_Os02g19950	945	1043.5	738	738	811.5	725.5
LOC_Os02g19960	0	0	0	0	0	0
LOC_Os02g19970	143	139	137	257	296	253
LOC_Os02g19980	1	1	1	0	0	1
LOC_Os02g19990	25	27	41	144	113	116
LOC_Os02g20000	11	9	10	5	7	2
LOC_Os02g20010	0	0	0	0	0	0
LOC_Os02g20020	0	0	0	0	0	0
LOC_Os02g20030	0	0	0	0	0	0
LOC_Os02g20040	22	26	46	21	62	27
LOC_Os02g20050	0	0	0	0	0	0
LOC_Os02g20060	3	2	3	2	2	1
LOC_Os02g20070	0	0	0	0	0	0
LOC_Os02g20080	0	0	0	0	0	0
LOC_Os02g20090	0	0	0	0	0	0
LOC_Os02g20100	0	0	0	0	0	0
LOC_Os02g20110	0	0	0	0	0	0
LOC_Os02g20120	0	0	0	0	0	0
LOC_Os02g20130	0	0	0	0	0	0
LOC_Os02g20140	0	0	0	0	0	0
LOC_Os02g20150	2	3	1	0	0	0
LOC_Os02g20160	210	217	189	215	214	209
LOC_Os02g20170	511	475	386	500	504	413
LOC_Os02g20180	0	0	0	0	0	0
LOC_Os02g20190	9	6	11	14	12	5
LOC_Os02g20200	939.38	966.79	682.26	634.01	705.03	703.16
LOC_Os02g20210	17.96	8.66	5.1	5.57	2.5	12.45
LOC_Os02g20220	0.7	0.44	0.12	0.2	0.32	0.45
LOC_Os02g20230	0.94	0.37	4.24	2.34	4.37	3.14
LOC_Os02g20240	0	0	0	0	0	0
LOC_Os02g20250	1.82	2.97	1.14	4.8	2.72	3.53
LOC_Os02g20260	3.33	2.75	1.44	1.5	3.11	2.36
LOC_Os02g20270	147	149	140	201	205	175
LOC_Os02g20280	207.67	220	177.67	284.25	407.7	260.67
LOC_Os02g20290	0	0	0	0	0	0
LOC_Os02g20300	0	0	0	0	0	0
LOC_Os02g20310	355.82	343.73	366.95	390.75	485.78	351.14
LOC_Os02g20320	0.25	1	0	0	0	1
LOC_Os02g20330	63.25	72.33	84.67	81.42	109.05	73.42
LOC_Os02g20340	0	0	0	0	0	0
LOC_Os02g20350	0	0	0	0	0	0
LOC_Os02g20360	1448	1406	3226	1992	1413	711
LOC_Os02g20370	0	0	0	0	0	0
LOC_Os02g20380	415	341	352	487	494	396
LOC_Os02g20394	128	125	134	143	175	112
LOC_Os02g20410	1403	1354	1244	1077	1192	922
LOC_Os02g20420	23	33	17.5	30.17	21	25.5
LOC_Os02g20430	352	360.5	363	401.33	420	332
LOC_Os02g20450	0	0	0	0	0	0
LOC_Os02g20460	0	0	0	0	0	0
LOC_Os02g20470	1.41	2.97	0.94	1.9	2.06	1.07
LOC_Os02g20480	0	0	0	0	0	0
LOC_Os02g20490	1098	1327	1226	1393	1527	1418
LOC_Os02g20500	0	1	1	0	0	0
LOC_Os02g20510	0	0	0	0	0	0
LOC_Os02g20520	0	0	0	0	0	0
LOC_Os02g20530	0	0	0	0	0	0
LOC_Os02g20540	0	0	0	0	0	0
LOC_Os02g20550	0	0	0	0	0	0
LOC_Os02g20560	4	2	0	1	0	0
LOC_Os02g20570	0	0	0	0	0	0
LOC_Os02g20590	0	0	0	0	0	0
LOC_Os02g20600	0	0	0	0	0	0
LOC_Os02g20620	0	0	0	0	0	0
LOC_Os02g20630	51	60	29	19	28	14
LOC_Os02g20640	49	48	43	20	16	18
LOC_Os02g20650	0	0	0	0	0	0
LOC_Os02g20660	0	0	0	0	0	0
LOC_Os02g20670	0	0	0	0	0	0
LOC_Os02g20690	0	0	0	0	0	0
LOC_Os02g20700	1	1	1	4	3	4
LOC_Os02g20710	0	0	0	0	0	0
LOC_Os02g20720	0	0	0	0	0	0
LOC_Os02g20729	0	0	0	2	1	0
LOC_Os02g20740	0	0	0	0	0	0
LOC_Os02g20750	0	0	0	0	0	0
LOC_Os02g20760	0	0	0	0	0	0
LOC_Os02g20770	0	0	0	0	0	0
LOC_Os02g20780	0	0	0	0	0	0
LOC_Os02g20790	0	0	0	0	0	0
LOC_Os02g20800	0	0	0	0	0	0
LOC_Os02g20810	0	0	0	0	0	0
LOC_Os02g20820	0	0	0	0	0	0
LOC_Os02g20830	0	0	0	0	0	0
LOC_Os02g20840	0	0	0	1	1	0
LOC_Os02g20844	206	165	170	232	238	201
LOC_Os02g20850	18	13	14	12	18	10
LOC_Os02g20860	122	115	143	281	289	205
LOC_Os02g20870	193	177	168	225	251	193
LOC_Os02g20880	0	0	0	0	0	0
LOC_Os02g20890	0	0	0	0	1	0
LOC_Os02g20900	0	0	0	0	0	0
LOC_Os02g20920	2	1	4	0	2	0
LOC_Os02g20930	784	764	809	997	1037	878
LOC_Os02g20934	324.17	415.83	334.83	373.83	354.83	342.17
LOC_Os02g20940	364	372	352	306	292	257
LOC_Os02g20950	1204	1158	1107	1105	1309	1003
LOC_Os02g20960	0	2	4	8	6	4
LOC_Os02g20970	424	387	373	386	348	297
LOC_Os02g20980	405	400.5	380.5	412.5	417.5	425
LOC_Os02g20990	12	2	9	9	4	8
LOC_Os02g21009	902	925	822	1508	1594	1120
LOC_Os02g21030	0	0	0	0	0	0
LOC_Os02g21040	393	416	335	299	251	317
LOC_Os02g21050	0	0	0	0	0	0
LOC_Os02g21060	0	0	0	0	0	0
LOC_Os02g21070	7	5	9	3	4	3
LOC_Os02g21080	352	409	311	447	521	495
LOC_Os02g21090	100	140	126	57	31	34
LOC_Os02g21100	0	0	0	0	0	0
LOC_Os02g21110	101	123	51	97	131	124
LOC_Os02g21120	0	1.5	0	0.1	1	0
LOC_Os02g21130	0	0	0	0	0	0
LOC_Os02g21140	0	0	0	0	0	0
LOC_Os02g21150	0	0	0	0	0	0
LOC_Os02g21160	0	0	0	0	0	0
LOC_Os02g21170	0	0	0	0	0	0
LOC_Os02g21180	0	0	0	0	0	0
LOC_Os02g21185	1.5	2	1	0.5	1.5	0.5
LOC_Os02g21190	362	333	308.5	291	285	229
LOC_Os02g21220	0.5	2	1.5	2.5	1	2.5
LOC_Os02g21230	43	66	42	69	63	46
LOC_Os02g21240	146	147	128	203	215	177
LOC_Os02g21250	226	237	213	381	410	310
LOC_Os02g21260	189	200	157	120	130	157
LOC_Os02g21269	570	591	559	605	692	621
LOC_Os02g21280	1042	1104	907	1301	1566	1307
LOC_Os02g21290	4	1	1	3	4	1
LOC_Os02g21300	42	52	32	49	59	87
LOC_Os02g21310	18.5	20	11.5	18.5	26	18.5
LOC_Os02g21320	1	1	1	0	0	1
LOC_Os02g21330	14	11	15	19	16	14
LOC_Os02g21340	1336	1010	1345	770	770	709
LOC_Os02g21350	131	124	119	89	65	64
LOC_Os02g21370	1	0	0	1	0	1
LOC_Os02g21390	0	0	0	0	0	0
LOC_Os02g21400	0	1.5	0	0	0	0
LOC_Os02g21410	0	0	0	0	0	0
LOC_Os02g21430	1780	1681	1540	1578	1635	1397
LOC_Os02g21450	0	0	0	0	0	0
LOC_Os02g21460	1401	1512	1251	1533	1653	1716
LOC_Os02g21470	86	110	74	72	73	68
LOC_Os02g21480	0	0	0	0	0	0
LOC_Os02g21490	156	155	150	191	220	178
LOC_Os02g21500	2	0	0	0	0	0
LOC_Os02g21510	331	337	315	361	435	328
LOC_Os02g21520	271	265	246	305	313	258
LOC_Os02g21530	9	15	7	13	17	32
LOC_Os02g21540	0	0	0	0	0	0
LOC_Os02g21550	1	6	7	8	14	8
