ID	control_1	control_2	control_3	control_4	control_5	control_6	control_7	control_8	control_9	control_10	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10
AT1G56290	56.1164	44.47	67.6218	85.0092	72.2334	54.2923	72.3106	65.9535	52.4442	70.2053	53.8716	54.071	28.1814	68.1925	53.8626	85.4664	106.1449	58.788	109.9078	88.3046
AT1G56300	909.5528	1020.658	988.8597	1139.1239	1012.9477	784.4546	901.0579	897.6276	967.6806	778.0285	953.2927	1055.9739	1180.4874	1105.7672	1300.7812	386.4042	251.4624	418.332	369.1774	499.3413
AT1G56310	30.3964	30.8421	30.7372	17.0018	31.0772	27.8422	27.1165	29.6791	25.3762	37.5069	29.278	44.529	50.1003	43.0137	67.3282	18.0563	1.2636	0.852	11.2726	12.6149
AT1G56320	7.7939	4.3035	1.7564	7.5564	4.1996	3.4803	1.6948	8.574	0.8459	0.9617	5.8556	1.5903	5.2188	9.442	2.6931	45.7426	48.0179	28.116	42.2722	25.2299
AT1G56330	1237.6777	1203.5587	1276.033	1469.7154	1246.4464	1030.1623	1107.8211	1292.6893	1212.9843	1148.2894	790.5069	752.2223	695.1411	558.1292	595.1815	698.1758	638.1331	679.044	611.5381	727.4615
AT1G56340	1124.6655	1047.1965	1123.2252	1212.7986	1080.1415	958.4685	946.817	1102.0836	1051.4222	1149.2511	674.5659	669.5256	538.5778	478.3964	428.2075	288.9003	189.5445	232.596	211.3611	322.7322
AT1G56345	34.2933	22.235	28.1026	26.4473	28.5574	14.6172	10.7336	24.4028	23.6845	18.2726	19.9091	15.9032	12.5251	7.3438	12.1191	12.0375	17.6908	14.484	19.727	18.9224
AT1G56350	26.4994	27.2558	13.1731	35.8928	28.5574	37.587	26.5516	51.4438	30.4515	30.7749	29.278	15.9032	20.8751	32.5226	26.9313	36.1125	26.5362	30.672	16.9089	26.2811
AT1G56360	0	0	0	0	0	0.6961	0	0	0	0	0	0	0	0	2.6931	0	0	0	0	0
AT1G56380	0	0	0	0	0	0	0.5649	0	0	0	0	0	1.0438	0	0	0	0	0	0	0
AT1G56385	0	0	0	1.8891	0	0	0	0	0	0	0	0	0	0	0	0	1.2636	0	0	0
AT1G56400	0	0	0	0	0	0.6961	0	0.6595	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56410	0	0.7173	0	0	0	0	1.1299	0	0	0	3.5134	0	0	0	0	0	0	0	0	0
AT1G56415	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2456	0	0	0	0	0	0
AT1G56418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56420	45.9842	32.9939	39.5193	39.671	43.676	39.6752	49.7135	38.2531	50.7525	28.8515	45.6737	63.6129	46.969	37.7681	74.061	51.7613	85.9268	77.532	57.772	68.3309
AT1G56423	98.2036	98.9816	110.6539	71.7856	109.19	55.6844	80.7845	94.9731	117.5766	95.2099	86.663	89.058	83.5004	79.7327	96.9526	117.9676	89.7177	70.716	77.4991	106.1757
AT1G56430	94.3067	76.0293	155.4424	141.6821	97.4311	91.8793	70.6158	88.3777	63.4406	100.0185	59.7272	98.6	134.6444	60.8487	37.7038	1.2038	1.2636	1.704	8.4544	8.41
AT1G56440	35.0727	31.5593	23.7116	5.6673	42.8361	25.058	44.6292	46.827	29.6056	34.6218	51.5293	25.4452	68.8879	81.831	40.3969	25.2788	46.7543	40.044	46.4994	37.8448
AT1G56450	604.0304	649.1184	634.9428	608.2884	621.5433	587.4709	585.8289	665.4712	709.6888	607.8047	623.0365	602.7321	516.6589	589.6026	649.044	852.256	879.4864	819.624	941.2614	888.3019
AT1G56460	127.8206	164.2521	181.7886	122.7911	87.352	156.6125	137.8421	145.7573	115.039	145.2192	195.5773	244.9096	210.8386	300.0469	228.9159	176.9515	169.3264	131.208	170.498	154.533
AT1G56500	584.5455	604.6484	605.962	489.2755	579.5472	583.2946	629.3282	561.9241	675.008	552.9869	512.9511	516.8547	475.9525	410.204	565.557	116.7639	94.7722	87.756	125.4076	175.5579
AT1G56510	49.1018	68.1395	60.5962	60.451	60.4745	67.5174	64.4016	46.1675	49.0607	63.4733	83.1496	63.6129	66.8003	72.3889	87.5267	49.3538	77.0814	71.568	47.9085	51.511
AT1G56520	35.0727	27.9731	30.7372	22.6691	34.4369	42.4594	18.6426	26.3814	40.602	11.5406	40.9892	27.0355	9.3938	27.277	29.6244	3.6113	11.3727	5.112	4.2272	5.2562
AT1G56530	0	0	0	0	2.5198	0	0	0	0	0	0	0	3.1313	2.0982	0	0	0	0	1.4091	0
AT1G56540	3.1176	0.7173	8.7821	7.5564	1.6798	6.9606	7.909	1.3191	5.9211	6.732	9.369	0	4.175	3.1473	1.3466	2.4075	0	2.556	0	4.205
AT1G56550	11.6909	13.6279	8.7821	15.1128	6.7194	7.6566	14.6881	7.9144	7.6129	15.3875	9.369	14.3129	3.1313	6.2947	13.4656	71.0213	112.4631	52.824	43.6813	60.9722
AT1G56553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56555	0.7794	0	2.6346	0	4.1996	1.3921	1.1299	1.9786	5.0752	0	0	0	0	2.0982	0	0	0	0	0	0
AT1G56560	96.6449	74.5948	79.9167	69.8965	89.0319	56.3805	53.1031	79.8038	51.5984	83.6693	77.294	71.5645	77.2379	81.831	94.2595	186.5815	245.1442	215.556	224.0428	230.2226
AT1G56570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7909	0	0	1.0512
AT1G56580	2075.5262	1876.3466	2408.0402	2622.063	2256.8742	1691.415	1714.5523	2169.8714	2078.3141	1705.1231	1241.3886	974.8674	1214.9313	1031.28	996.4577	693.3608	898.4409	870.744	1099.0777	998.6826
AT1G56590	56.1164	54.5116	77.2821	90.6765	61.3144	58.4687	96.6025	75.8466	87.971	58.6647	78.4651	81.1064	89.763	93.3712	83.487	45.7426	32.8544	36.636	36.6359	56.7672
AT1G56600	134.0558	154.2104	138.7565	219.135	167.1448	116.9373	109.5958	102.8875	153.9492	96.1716	536.3736	548.6611	1099.0745	1600.9494	1458.3292	2637.4194	3563.4363	3085.092	2327.7902	2651.2396
AT1G56610	60.7927	50.2081	37.7628	51.0055	72.2334	54.9884	45.7591	45.5079	47.369	54.8178	108.9143	60.4322	108.5506	150.0234	103.6855	128.8014	113.7267	100.536	64.8174	71.4847
AT1G56620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56630	0	0	0	0	1.6798	0	0	0	0	0	1.1711	0	0	2.0982	0	0	0	0	0	0
AT1G56650	91.1891	101.1334	168.6155	221.024	149.5064	59.8608	43.4993	96.9517	43.9855	82.7076	101.8876	176.5257	237.9762	416.4986	348.7602	121.5789	24.009	57.084	64.8174	121.9444
AT1G56660	104.4388	174.2937	144.0257	162.4621	99.9509	129.4663	88.1286	77.1656	95.5838	103.8654	36.3048	54.071	97.0693	45.1119	28.2779	775.2159	1580.801	965.316	1182.2131	683.3092
AT1G56670	21.0436	25.8213	29.859	20.78	17.6384	21.5777	24.8568	27.7005	27.9139	25.9663	1.1711	15.9032	15.6563	12.5894	12.1191	6.0188	2.5273	0.852	0	1.0512
AT1G56680	0	0	0	0	3.3597	2.7842	0	0	0	2.8851	0	0	0	0	0	0	0	2.556	0	0
AT1G56690	3.897	1.4345	4.391	1.8891	8.3992	0.6961	2.2597	0.6595	0	0.9617	0	1.5903	0	2.0982	0	0	0	3.408	1.4091	0
AT1G56700	294.6109	308.4209	323.1797	294.6987	255.3367	279.1183	325.9627	335.044	349.3462	300.0555	500.0688	451.6515	489.5213	486.7893	661.1631	207.0452	128.8903	189.996	177.5433	261.76
AT1G56710	28.8376	12.1934	19.3205	9.4455	19.3182	13.2251	16.3829	10.5526	5.0752	5.7703	0	11.1323	14.6126	7.3438	2.6931	1.2038	1.2636	0	5.6363	0
AT1G56720	56.8958	71.0085	83.4295	60.451	60.4745	70.3016	93.2129	119.3759	112.5013	118.2911	55.0427	38.1677	38.619	29.3752	70.0213	13.2413	10.109	9.372	21.1361	8.41
AT1G57540	90.4097	85.3537	108.0193	88.7874	83.1524	75.174	128.8033	81.7824	99.8132	133.6786	125.31	131.9967	184.7447	169.9566	189.8656	152.8764	166.7991	143.136	159.2254	151.3793
AT1G57550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57560	3.1176	3.5863	2.6346	0	4.1996	11.8329	5.0843	3.9572	0	6.732	0	6.3613	7.3063	0	6.7328	0	2.5273	0	0	0
AT1G57565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57570	0	0	2.6346	0	0	1.3921	0.5649	0	0	1.9234	0	0	0	0	1.3466	0	0	0	0	0
AT1G57580	0	0	0	0	0	0	0	1.3191	0	0	1.1711	0	0	0	0	0	0	0	0	0
AT1G57590	126.2618	161.383	155.4424	162.4621	195.7022	82.1346	85.8688	84.4205	119.2683	83.6693	172.1548	219.4644	274.5077	300.0469	344.7205	2952.8023	2381.9424	2261.208	2137.5652	2931.9219
AT1G57600	46.7636	55.9461	41.2757	79.342	37.7966	55.6844	56.4927	57.3796	59.2112	48.0858	46.8449	63.6129	52.1878	70.2907	76.7542	86.6701	89.7177	53.676	81.7263	72.5359
AT1G57610	173.0255	149.1896	156.3206	200.244	146.9866	119.7216	144.0563	121.3545	103.1967	120.2145	129.9945	127.2258	98.113	109.108	86.1801	231.1203	203.4444	219.816	209.952	212.3515
AT1G57613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57620	178.4812	151.3414	179.154	168.1294	166.3048	164.9652	181.9064	187.308	164.9456	187.5347	189.7217	139.9483	133.6007	133.2376	146.7755	158.8952	120.0448	163.584	139.4983	126.1494
AT1G57630	17.9261	69.574	11.4167	26.4473	57.1148	22.2738	9.6038	44.1889	5.0752	30.7749	10.5401	9.5419	4.175	8.3929	5.3863	34.9088	157.9537	58.788	114.135	106.1757
AT1G57650	0	2.869	0	0	0	6.2645	0	0	0	0.9617	0	0	0	0	0	1.2038	1.2636	3.408	2.8181	0
AT1G57660	2321.0353	2084.3514	2228.8863	2457.7118	2272.8328	1447.7956	1469.9391	1717.4301	2011.49	1872.4618	824.4694	839.6901	670.091	566.5221	467.2578	672.8971	406.8888	668.82	604.4927	538.2374
AT1G57670	0	0	0	0	0	0	0.5649	0.6595	1.6917	10.5789	1.1711	3.1806	4.175	2.0982	0	0	0	2.556	0	0
AT1G57680	370.2122	337.8285	266.0964	372.1516	344.3686	293.0394	282.4633	294.8123	315.5112	360.6436	292.7803	194.0193	212.9261	290.6048	214.1037	140.8389	190.8081	119.28	128.2257	133.5081
AT1G57690	0	0	0	0	0	0.6961	0	0	0	1.9234	0	0	0	0	0	0	3.7909	0	0	0
AT1G57700	21.0436	24.3868	29.859	15.1128	32.757	20.1856	16.9478	15.8288	18.6092	36.5452	19.9091	17.4935	11.4813	20.9823	17.5053	3.6113	5.0545	11.928	7.0454	9.4612
AT1G57720	1386.5419	1251.615	1261.1035	1392.2626	1300.2015	1019.0254	1052.4583	1156.1655	1222.2889	1289.6617	895.9078	699.7417	721.235	641.0092	685.4013	601.8757	327.2801	598.104	663.6738	524.5712
AT1G57730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4075	0	0	8.4544	0
AT1G57750	0	0.7173	1.7564	0	3.3597	0	0.5649	2.6381	0	9.6172	117.1121	139.9483	110.6381	35.6699	56.5557	1.2038	1.2636	0	12.6817	1.0512
AT1G57760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57765	153.5406	192.9424	197.5963	187.0203	192.3425	187.935	194.8997	206.4346	194.5512	217.3479	223.6842	194.0193	164.9134	235.0018	270.6594	321.4016	377.8253	372.324	317.0416	339.5521
AT1G57770	227.583	226.6535	176.5194	192.6876	207.4611	182.3666	196.5945	172.1387	241.0743	177.9175	170.9837	203.5612	139.8632	113.3044	185.8259	79.4476	102.354	92.016	102.8624	79.8946
AT1G57775	0	0	0.8782	0	0	0	0.5649	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57777	0	0	0	0	0	0.6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57780	0	0	0	0	0.8399	0	0.5649	0	0	0	0	0	1.0438	0	0	0	0	0	0	1.0512
AT1G57790	25.72	25.8213	31.6154	39.671	25.1977	32.0186	43.4993	24.4028	13.534	36.5452	23.4224	57.2516	36.5314	55.6031	43.0901	43.3351	60.6542	42.6	30.9996	43.101
AT1G57800	0	1.4345	0	0	0	0	0	0.6595	0	0	0	0	0	0	0	0	1.2636	0	0	1.0512
AT1G57820	94.3067	86.0709	62.3526	66.1183	77.273	87.0069	85.3039	76.5061	114.1931	120.2145	23.4224	14.3129	27.1376	3.1473	13.4656	0	1.2636	7.668	4.2272	4.205
AT1G57830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57850	0	0.7173	0	0	1.6798	0	0	0	0	0	1.1711	9.5419	0	0	0	0	0	0	0	0
AT1G57860	996.8449	890.8343	962.5135	1082.4511	1029.7461	590.2551	503.9145	667.4498	746.9073	703.0147	375.9299	295.7999	295.3828	263.3279	224.8763	309.3641	231.2443	368.064	345.2231	278.5799
AT1G57870	130.9382	106.8714	74.6475	66.1183	94.0714	114.8492	97.1674	130.588	119.2683	88.4779	170.9837	162.2129	134.6444	163.6619	228.9159	116.7639	107.4085	116.724	132.453	110.3807
AT1G57906	2.3382	0	1.7564	5.6673	0.8399	0.6961	0	0	0	0	0	1.5903	0	6.2947	2.6931	10.8338	5.0545	3.408	1.4091	13.6662
AT1G57943	0	0	0	0	0	0	0	1.3191	1.6917	0.9617	0	0	0	0	8.0794	0	0	0.852	0	1.0512
AT1G57980	64.6897	62.4014	50.9359	81.2311	58.7946	58.4687	89.2584	74.5275	87.971	64.435	81.9785	81.1064	113.7693	116.4518	80.7939	9.63	12.6363	17.892	38.045	10.5124
AT1G57990	232.2594	320.6143	176.5194	228.5804	286.4139	370.9976	298.2813	310.6412	392.4858	351.0265	154.588	171.7548	146.1258	207.7248	153.5083	90.2814	236.2988	102.24	154.9981	166.0967
AT1G58007	11.6909	0	7.9039	1.8891	0	0	1.6948	0.6595	0	7.6937	5.8556	0	0	1.0491	0	0	0	0	0	1.0512
AT1G58025	80.2776	112.6095	69.3783	77.4529	82.3125	75.174	87.5636	76.5061	76.9746	94.2482	73.7806	46.1193	56.3628	60.8487	65.9817	134.8202	283.0531	149.1	224.0428	197.634
AT1G58030	170.6873	177.1627	139.6347	209.6895	162.9451	206.7285	185.8609	236.1137	185.2466	189.4581	305.6627	298.9805	309.9954	322.0783	336.6411	635.5808	707.6327	571.692	720.0368	602.3633
AT1G58037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2272	0
AT1G58050	1.5588	5.0208	0	0	0.8399	0	0	1.9786	0.8459	0	0	0	0	0	0	0	0	0	0	0
AT1G58055	0	0	0	0	0	0	0	1.3191	0	0	0	0	5.2188	0	0	0	0	0	0	0
AT1G58060	35.0727	31.5593	26.3462	54.7837	49.5555	48.7239	39.5449	26.3814	27.068	49.0475	39.8181	49.3	32.3564	43.0137	32.3175	48.1501	45.4907	48.564	52.1357	55.716
AT1G58070	60.0133	43.0355	48.3013	54.7837	42.8361	35.4988	62.1419	40.2317	28.7597	34.6218	23.4224	23.8548	18.7876	11.5403	12.1191	37.3163	24.009	25.56	11.2726	29.4349
AT1G58080	454.3867	451.8725	406.6093	511.9446	491.3552	448.2598	405.0524	459.0366	456.7723	402.9592	322.0584	391.2192	265.1139	211.9212	164.2809	101.1151	90.9814	119.28	92.9989	77.7921
AT1G58090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58100	102.1006	109.7405	110.6539	105.7893	89.8718	121.8097	97.7323	90.3563	104.8885	135.602	62.0694	97.0096	104.3755	120.6482	78.1007	84.2626	104.8813	76.68	69.0446	103.022
AT1G58110	123.1443	88.2227	79.0385	77.4529	89.0319	96.0557	112.4204	101.5684	98.1215	106.7505	156.9303	84.2871	113.7693	105.9606	83.487	49.3538	44.227	40.896	50.7267	50.4598
AT1G58120	0	0	0	0	0	0	0	0	2.5376	0	2.3422	1.5903	0	0	0	0	3.7909	1.704	2.8181	0
AT1G58122	0	0	0	0	0	0	0	0	2.5376	0	2.3422	1.5903	0	0	0	0	3.7909	1.704	2.8181	0
AT1G58150	7.0145	5.7381	4.391	18.8909	19.3182	9.0487	16.3829	17.1479	9.3046	4.8086	8.1978	14.3129	14.6126	8.3929	20.1985	8.4263	6.3181	4.26	19.727	0
AT1G58160	10.1321	15.0624	6.1474	22.6691	9.2392	9.0487	16.9478	17.8075	5.9211	8.6554	16.3957	14.3129	14.6126	22.0314	29.6244	1.2038	5.0545	5.112	4.2272	4.205
AT1G58170	7.0145	16.4969	2.6346	28.3364	5.0395	6.9606	9.0388	7.9144	9.3046	7.6937	5.8556	7.9516	16.7001	7.3438	6.7328	10.8338	1.2636	10.224	7.0454	8.41
AT1G58180	180.8194	255.3438	183.545	215.3568	260.3763	364.0371	254.217	329.1082	281.6763	294.2852	517.6356	569.3353	833.9606	720.742	824.0974	1867.0185	2316.2336	1606.872	1851.5232	1748.2202
AT1G58190	5.4558	10.7589	0	0	3.3597	10.4408	12.4284	8.574	8.4587	12.5023	21.0802	30.2161	31.3127	15.7367	16.1588	8.4263	12.6363	3.408	9.8635	33.6398
AT1G58200	166.7903	162.8175	148.4168	164.3512	136.0676	247.7958	227.1005	227.5397	170.8667	191.3816	244.7644	270.3548	188.9197	184.6442	247.7678	251.584	442.2705	247.932	362.132	366.8845
AT1G58210	56.8958	36.5802	46.5449	32.1146	41.1562	29.9304	34.4605	54.0819	43.1396	39.4304	60.8983	39.7581	57.4065	58.7504	88.8733	15.6488	8.8454	14.484	14.0907	12.6149
AT1G58220	28.8376	40.1664	43.0321	28.3364	43.676	37.587	57.0576	26.3814	38.9102	35.5835	30.4492	54.071	42.794	43.0137	61.942	37.3163	26.5362	28.116	46.4994	42.0498
AT1G58225	20.2642	14.3452	5.2692	7.5564	13.4388	29.2343	5.0843	14.5098	7.6129	15.3875	32.7914	15.9032	35.4877	35.6699	37.7038	7.2225	15.1636	7.668	19.727	5.2562
AT1G58230	35.0727	20.0832	41.2757	34.0037	38.6365	35.4988	50.2785	38.9126	51.5984	75.0139	50.3582	47.7097	34.4439	54.554	67.3282	52.9651	63.1815	82.644	67.6356	47.306
AT1G58235	182.3782	159.2312	186.1796	128.4584	146.1467	168.4454	137.8421	174.1173	175.0961	134.6403	272.8713	229.0064	303.7328	348.3062	269.3129	302.1416	334.8619	314.388	429.7676	332.1934
AT1G58242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58250	48.3224	38.0147	40.3975	45.3383	44.5159	82.8306	58.7524	39.5721	50.7525	50.0093	66.7539	44.529	53.2315	75.5363	43.0901	83.0588	85.9268	55.38	104.2715	79.8946
AT1G58260	3.897	0	0	0	2.5198	0	0	0.6595	0	0	0	0	0	0	0	0	5.0545	0	0	0
AT1G58265	0	0	0	0	0	0	0	0	0	0	8.1978	0	0	0	0	0	0	0	0	0
AT1G58270	719.3807	799.0253	884.3532	882.2071	960.0325	524.1298	395.4486	516.4162	537.1304	573.183	240.0799	192.429	202.4886	178.3495	239.6885	1126.7113	756.9143	992.58	986.3518	1439.1542
AT1G58280	81.8364	72.443	75.5257	90.6765	98.271	111.3689	105.6413	67.2726	76.1287	80.7842	93.6897	89.058	189.9635	141.6305	138.6961	122.7826	112.4631	143.988	92.9989	211.3002
AT1G58290	1233.0013	1224.3592	995.8853	1401.708	1500.9432	1934.3384	2070.456	1720.0683	2205.1953	1979.2123	1240.2175	1369.2673	1148.131	588.5535	755.4226	305.7529	290.6349	208.74	348.0413	293.2973
AT1G58300	0	0	0	1.8891	0.8399	1.3921	1.1299	3.2977	3.3835	4.8086	2.3422	0	6.2625	11.5403	0	0	0	0.852	0	0
AT1G58310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58320	0	3.5863	0	0	5.8795	0	0	0	0	1.9234	3.5134	0	0	0	0	0	0	0	0	0
AT1G58330	0	0	0	0	0	0	0	1.3191	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58340	22.6024	29.4076	14.9295	43.4492	41.9962	30.6264	14.6881	19.1265	16.9175	22.1195	19.9091	7.9516	18.7876	22.0314	5.3863	125.1901	181.9627	160.176	195.8613	176.6091
AT1G58350	48.3224	52.3598	34.25	49.1165	55.4349	43.8515	43.4993	42.2103	31.2974	38.4687	53.8716	30.2161	60.5378	67.1434	61.942	45.7426	37.9089	46.008	92.9989	57.8185
AT1G58360	501.9297	651.2702	522.5324	598.8429	624.0631	469.1415	427.0845	490.6943	496.5284	536.6377	426.2882	537.5289	574.0655	515.1155	499.5754	9173.7897	12518.7815	10262.3401	9556.3397	9175.2652
AT1G58370	31.1758	13.6279	18.4423	17.0018	23.5179	20.8817	23.162	28.36	10.9964	13.464	5.8556	3.1806	6.2625	8.3929	5.3863	0	7.5818	0.852	2.8181	1.0512
AT1G58380	408.4025	437.5273	442.6157	453.3827	435.9203	233.8747	227.6654	258.5379	308.7443	289.4766	158.1014	170.1645	123.1631	175.2022	144.0824	164.9139	183.2263	252.192	233.9063	145.0718
AT1G58390	0.7794	0	1.7564	0	4.1996	0	2.2597	0	0.8459	0	3.5134	0	2.0875	2.0982	2.6931	0	0	0	0	0
AT1G58400	5.4558	0	0	0	2.5198	1.3921	5.6493	1.9786	3.3835	0	3.5134	0	0	0	0	0	0	3.408	0	1.0512
AT1G58410	0.7794	0.7173	0	0	0	6.9606	0.5649	3.9572	1.6917	2.8851	0	4.771	0	5.2456	0	0	2.5273	3.408	0	4.205
AT1G58420	17.9261	13.6279	8.7821	5.6673	28.5574	19.4896	5.0843	13.1907	4.2294	6.732	9.369	3.1806	2.0875	5.2456	6.7328	14.445	18.9544	5.112	9.8635	10.5124
AT1G58430	0.7794	1.4345	0	0	2.5198	1.3921	0	4.6167	5.9211	20.196	5.8556	6.3613	0	0	1.3466	1.2038	0	0	0	0
AT1G58440	141.8497	170.7074	165.9809	119.0129	144.4668	173.3178	197.7243	171.4792	171.7126	163.4918	103.0587	139.9483	79.3254	107.0097	87.5267	46.9463	61.9179	38.34	36.6359	36.7936
AT1G58450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58460	3.897	0.7173	0.8782	9.4455	8.3992	2.7842	4.5194	5.2763	12.6881	1.9234	0	0	0	0	0	0	0	3.408	4.2272	0
AT1G58470	24.1612	27.9731	11.4167	17.0018	26.0376	14.6172	33.8956	30.3386	28.7597	15.3875	25.7647	27.0355	10.4376	31.4734	35.0107	45.7426	98.5631	57.936	71.8628	68.3309
AT1G58520	70.1455	97.5471	75.5257	58.5619	104.9904	89.7912	84.1741	69.9107	72.7452	75.0139	114.7699	117.6838	191.0072	154.2199	166.974	229.9165	365.189	247.08	298.7237	298.5535
AT1G58602	366.3152	397.3609	353.9169	336.2588	381.3252	513.689	350.2545	331.7463	316.3571	323.1367	598.443	604.3224	512.4839	714.4473	647.6975	213.064	275.4713	217.26	224.0428	222.8639
AT1G58643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58684	17.1467	8.6071	13.1731	13.2237	15.1186	13.2251	4.5194	11.8716	10.9964	8.6554	7.0267	3.1806	6.2625	3.1473	2.6931	6.0188	3.7909	7.668	5.6363	4.205
AT1G58725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58848	8.5733	1.4345	1.7564	5.6673	7.5593	1.3921	1.1299	2.6381	4.2294	0.9617	5.8556	7.9516	1.0438	0	1.3466	0	1.2636	0	4.2272	0
AT1G58936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58983	0	1.4345	0	0	0	0	0	1.3191	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59124	0	0.7173	1.7564	0	0	0	0	1.3191	0	0.9617	1.1711	0	1.0438	0	0	2.4075	1.2636	0	0	1.0512
AT1G59171	0	0	0	0	0	0	0	0	0	0	0	1.5903	0	0	0	0	0	0	0	0
AT1G59218	0.7794	0	0	1.8891	0.8399	0.6961	1.1299	0	0.8459	0	1.1711	0	0	1.0491	1.3466	0	0	2.556	1.4091	0
AT1G59312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59359	0	0	0	0	0	0	0	0	0	0	1.1711	0	0	0	0	0	0	0	0	0
AT1G59406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59453	0	0	0	0	0.8399	0	0	0	0	0	0	0	0	2.0982	0	0	0	0	0	3.1537
AT1G59500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59510	10.1321	13.6279	14.0513	18.8909	20.1582	14.6172	18.6426	6.5954	5.0752	12.5023	17.5668	27.0355	2.0875	27.277	20.1985	48.1501	42.9634	38.34	35.2268	49.4085
AT1G59520	39.7491	51.6426	54.4488	69.8965	41.9962	59.1647	64.4016	52.1033	54.136	60.5881	71.4384	52.4806	77.2379	79.7327	83.487	132.4127	69.4996	80.088	92.9989	92.5095
AT1G59530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59540	45.2049	15.0624	31.6154	20.78	26.8775	32.0186	46.324	30.9982	30.4515	47.1241	7.0267	4.771	9.3938	8.3929	10.7725	4.815	7.5818	0	4.2272	0
AT1G59550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59560	25.72	43.0355	20.1987	9.4455	20.1582	36.8909	20.3374	30.3386	13.534	50.971	14.0535	46.1193	19.8314	17.835	40.3969	9.63	5.0545	10.224	1.4091	3.1537
AT1G59580	91.9685	124.8029	108.8975	54.7837	95.7513	210.2088	163.2638	153.0122	137.8776	155.7981	298.6359	173.3451	213.9699	233.9526	242.3816	60.1876	42.9634	84.348	74.6809	79.8946
AT1G59590	34.2933	65.9877	48.3013	35.8928	40.3163	75.174	41.8046	40.8912	49.9066	95.2099	44.5026	68.3838	64.7128	71.3398	43.0901	18.0563	5.0545	9.372	11.2726	14.7174
AT1G59600	84.9539	86.7882	95.7244	58.5619	74.7532	73.0858	74.5703	69.9107	60.903	64.435	57.3849	30.2161	60.5378	56.6522	59.2488	58.9838	83.3996	46.008	85.9535	47.306
AT1G59610	228.3624	238.8469	213.404	196.4658	222.5797	276.3341	268.9051	227.5397	263.067	236.5822	222.513	263.9935	267.2014	342.0115	235.6488	616.3207	555.9972	455.82	524.1755	448.8816
AT1G59620	24.9406	27.9731	14.0513	41.5601	17.6384	9.0487	20.9023	26.3814	12.6881	26.9281	21.0802	30.2161	11.4813	23.0805	39.0504	10.8338	8.8454	12.78	7.0454	15.7687
