ID	control_1	control_2	control_3	control_4	control_5	control_6	control_7	control_8	control_9	control_10	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10
AT4G20020	188.6133	185.7698	259.0707	292.8096	198.2219	125.29	101.6868	151.0336	139.5693	147.1426	80.8074	73.1548	76.1941	93.3712	103.6855	137.2277	97.2995	129.504	125.4076	133.5081
AT4G20030	125.4824	132.6927	137.8783	166.2403	137.7474	142.6914	137.2772	137.1834	176.7878	165.4152	129.9945	186.0677	189.9635	190.9389	181.7862	131.2089	147.8447	152.508	126.8167	134.5593
AT4G20040	3.897	2.1518	0	0	0.8399	0	3.3896	6.5954	8.4587	1.9234	5.8556	6.3613	4.175	2.0982	0	0	0	1.704	7.0454	1.0512
AT4G20050	6.2352	1.4345	4.391	13.2237	9.2392	11.1369	11.8635	7.9144	0.8459	2.8851	5.8556	1.5903	6.2625	1.0491	10.7725	6.0188	3.7909	0.852	9.8635	1.0512
AT4G20060	3.897	6.4553	0	1.8891	0	4.1763	1.6948	4.6167	1.6917	4.8086	9.369	0	4.175	5.2456	2.6931	2.4075	5.0545	8.52	5.6363	9.4612
AT4G20070	62.3515	40.1664	78.1603	58.5619	57.9547	81.4385	98.8622	78.4847	58.3654	73.0904	89.0052	112.9129	150.3008	118.55	156.2015	31.2975	45.4907	46.86	32.4087	51.511
AT4G20080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20090	0.7794	2.1518	0.8782	1.8891	0	1.3921	0.5649	1.3191	0	0	0	0	1.0438	0	0	0	0	1.704	1.4091	4.205
AT4G20095	0	1.4345	0	0	0.8399	0	0	0.6595	0	0	0	0	1.0438	0	0	0	0	0	0	0
AT4G20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20110	23.3818	54.5116	35.1282	32.1146	26.8775	69.6056	35.5904	62.6559	21.9927	55.7795	62.0694	73.1548	67.8441	78.6836	122.5374	305.7529	365.189	350.172	298.7237	372.1407
AT4G20130	264.2146	237.4124	250.2886	241.8041	242.7379	172.6218	210.1527	184.0104	213.1604	198.1136	89.0052	112.9129	64.7128	88.1257	60.5954	42.1313	66.9724	54.528	49.3176	34.6911
AT4G20140	10.9115	6.4553	8.7821	3.7782	12.5989	2.0882	9.0388	8.574	17.7634	8.6554	0	3.1806	2.0875	3.1473	4.0397	0	2.5273	6.816	12.6817	11.5637
AT4G20150	1907.9565	1673.3626	1872.3347	2119.5639	1804.1555	2097.2154	1882.3355	2034.6666	2237.3385	2103.2737	1841.0027	1787.522	1667.9212	1635.5702	1622.6101	2165.5488	2299.8064	2593.488	2126.2926	2421.0169
AT4G20160	0	2.869	3.5128	0	5.0395	1.3921	0.5649	0	0	0	0	0	4.175	2.0982	0	2.4075	1.2636	0	0	0
AT4G20170	60.7927	70.2913	64.109	81.2311	113.3897	95.3596	93.2129	73.2084	79.5122	70.2053	83.1496	98.6	139.8632	122.7465	119.8442	272.0478	227.4534	253.896	243.7698	286.9898
AT4G20190	0	0	0	0	0	0	0.5649	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20200	0	0	0	0	0.8399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20210	2.3382	0	0	0	0.8399	0	0.5649	0	0	0.9617	0	0	0	0	0	0	2.5273	4.26	0	2.1025
AT4G20220	1.5588	0	0	1.8891	4.1996	0	0.5649	0	0	0	0	0	2.0875	1.0491	0	0	0	2.556	0	0
AT4G20230	1.5588	2.869	1.7564	7.5564	2.5198	2.7842	5.6493	1.3191	3.3835	3.8469	7.0267	0	1.0438	6.2947	0	0	0	0	0	0
AT4G20235	3.1176	0	0	0	0	0.6961	1.1299	2.6381	0	0	0	0	0	0	0	1.2038	0	0	0	0
AT4G20240	0	0	0	0	0	4.1763	0	1.9786	0.8459	6.732	2.3422	7.9516	0	4.1965	2.6931	0	0	0	0	0
AT4G20250	0	0	0	0	0	4.1763	1.1299	0	6.767	0	2.3422	0	2.0875	3.1473	8.0794	0	8.8454	5.112	0	0
AT4G20260	2208.8026	2589.3009	2369.3992	2642.8431	2292.991	2542.691	3511.5838	3093.2209	3440.1723	2847.6422	2610.4294	2954.8184	3919.3016	5354.6828	4660.4594	8382.925	9064.0173	7020.4801	6640.9656	7603.6542
AT4G20270	81.057	92.5263	106.2629	120.902	96.5912	69.6056	52.5382	69.2512	78.6663	57.703	51.5293	36.5774	50.1003	23.0805	52.516	2.4075	0	4.26	8.4544	8.41
AT4G20280	100.5418	109.7405	93.0898	75.5638	88.192	115.5452	137.2772	124.6522	149.7198	104.8271	101.8876	101.7806	127.3382	138.4832	129.2702	102.3189	107.4085	113.316	156.4072	91.4583
AT4G20290	0	0	0	1.8891	0	2.0882	1.6948	1.9786	0	2.8851	4.6845	6.3613	0	0	0	4.815	0	17.892	1.4091	4.205
AT4G20300	127.0412	108.3059	137.0001	143.5712	131.868	146.8677	158.1795	133.8857	125.1895	144.2575	190.8928	195.6096	151.3445	172.0549	175.0534	400.8492	358.8709	426	315.6326	276.4774
AT4G20310	18.7055	16.4969	28.9808	11.3346	20.9981	23.6659	25.9866	19.7861	31.2974	26.9281	30.4492	19.0839	22.9626	34.6208	18.8519	24.075	29.0635	21.3	12.6817	25.2299
AT4G20320	82.6158	65.2705	87.8206	77.4529	61.3144	43.1554	59.8822	44.1889	65.9782	42.3155	36.3048	66.7935	61.5816	59.7996	76.7542	1604.6007	2767.3495	2049.912	1535.8906	1470.6916
AT4G20325	60.0133	50.9253	52.6923	49.1165	57.1148	38.2831	47.4538	42.8698	61.7489	61.5498	19.9091	12.7226	12.5251	6.2947	4.0397	2.4075	10.109	7.668	1.4091	10.5124
AT4G20330	141.8497	185.7698	184.4232	128.4584	122.6288	137.819	100.5569	146.4169	161.5621	170.2238	167.4703	168.5741	185.7885	219.265	191.2121	385.2005	392.9889	406.404	414.2677	424.7029
AT4G20340	25.72	32.9939	16.6859	17.0018	21.838	18.0974	12.9933	25.7219	20.301	21.1578	16.3957	17.4935	7.3063	10.4911	29.6244	10.8338	51.8088	17.892	30.9996	24.1786
AT4G20350	10.1321	11.4761	10.5385	7.5564	20.1582	13.9211	9.6038	15.1693	3.3835	8.6554	9.369	3.1806	5.2188	43.0137	0	13.2413	10.109	15.336	19.727	21.0249
AT4G20360	7806.4103	7144.6057	7329.5054	7437.3647	6896.6112	6320.1846	6497.221	5841.5048	7417.4749	6977.2523	3922.0853	3872.4342	3892.164	2878.7715	3105.1775	804.106	653.2967	627.072	803.1722	784.2287
AT4G20370	1.5588	1.4345	3.5128	3.7782	10.0791	2.7842	2.2597	2.6381	0	0.9617	14.0535	30.2161	18.7876	12.5894	13.4656	27.6863	25.2726	40.896	19.727	35.7423
AT4G20380	122.3649	139.148	153.686	179.464	162.9451	167.7494	198.8542	140.481	210.6228	202.9222	202.604	144.7193	179.5259	155.269	171.0137	257.6028	291.8985	279.456	307.1781	295.3998
AT4G20390	6.2352	13.6279	26.3462	1.8891	35.2768	9.7448	3.9545	10.5526	8.4587	10.5789	5.8556	22.2645	5.2188	14.6876	21.545	22.8713	11.3727	21.3	28.1815	21.0249
AT4G20400	81.8364	111.175	100.1155	77.4529	67.1939	65.4292	97.1674	91.6754	72.7452	47.1241	65.5828	92.2387	90.8067	78.6836	107.7252	101.1151	89.7177	79.236	66.2265	46.2548
AT4G20410	227.583	224.5017	274.0002	209.6895	199.9018	304.1763	294.3268	288.8765	301.9773	305.8258	339.6252	329.1967	380.9707	472.1017	482.0701	470.6668	591.3788	462.636	546.7207	494.0851
AT4G20420	0.7794	0.7173	0	0	0	0	0.5649	0	0	0.9617	0	0	0	0	0	0	2.5273	1.704	60.5902	0
AT4G20430	37.4109	25.8213	36.8846	34.0037	34.4369	30.6264	34.4605	30.3386	13.534	44.239	10.5401	14.3129	5.2188	1.0491	8.0794	7.2225	11.3727	4.26	0	0
AT4G20440	442.6958	389.471	495.3081	430.7135	448.5191	367.5173	349.6896	406.2738	422.0915	319.2898	175.6682	254.4515	144.0382	157.3672	156.2015	338.2542	323.4893	391.068	247.997	301.7073
AT4G20450	0	1.4345	3.5128	0	1.6798	0	0	0.6595	0	1.9234	0	1.5903	0	0	0	0	0	0	0	0
AT4G20460	3.1176	9.3244	0	0	2.5198	10.4408	2.2597	2.6381	2.5376	0.9617	5.8556	7.9516	0	5.2456	8.0794	13.2413	12.6363	15.336	8.4544	21.0249
AT4G20470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852	0	0
AT4G20480	195.6279	209.4393	223.9425	253.1387	225.9394	167.7494	219.1915	237.4327	219.9274	156.7598	207.2885	244.9096	236.9325	330.4712	281.432	495.9456	557.2608	571.692	487.5396	486.7264
AT4G20520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2636	0	0	0
AT4G20530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20650	0.7794	0	0	0	0.8399	0	0	0	0	0	0	0	0	0	0	0	0	0.852	0	0
AT4G20670	0	0	0	0	0	0	0	0.6595	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20690	10.9115	26.5385	7.0256	9.4455	9.2392	9.7448	7.909	3.9572	2.5376	9.6172	0	0	0	3.1473	0	0	0	0	2.8181	3.1537
AT4G20700	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0491	0	0	0	0	0	0
AT4G20720	14.0291	16.4969	26.3462	35.8928	8.3992	13.2251	22.5971	17.8075	22.8386	9.6172	29.278	20.6742	25.0501	13.6385	10.7725	33.705	11.3727	24.708	5.6363	17.8712
AT4G20740	0	2.869	2.6346	0	3.3597	2.0882	0.5649	0	0	1.9234	0	0	0	0	0	0	2.5273	0	0	1.0512
AT4G20760	163.6727	224.5017	156.3206	185.1313	200.7417	174.0139	242.3535	210.3918	225.8485	183.6878	182.6949	205.1515	107.5068	144.7779	117.1511	101.1151	36.6453	51.972	30.9996	70.4334
AT4G20770	3.1176	0	2.6346	0	0	0	0	0	0	0.9617	0	0	0	0	1.3466	0	3.7909	0	0	0
AT4G20780	54.5576	125.5201	107.1411	69.8965	96.5912	77.2622	63.8367	111.4615	107.4261	90.4013	73.7806	128.8161	67.8441	136.3849	105.032	19.26	5.0545	2.556	1.4091	13.6662
AT4G20790	0	0	0	0	0	0	0	1.9786	0	0	0	0	1.0438	0	0	0	0	0	0	0
AT4G20800	0	0	0	0	0	0	0	0	0	1.9234	0	0	0	0	0	0	0	0	0	0
AT4G20810	0	0	0	0	0	0	3.3896	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20820	7.0145	13.6279	17.5641	34.0037	8.3992	9.7448	3.3896	2.6381	17.7634	8.6554	25.7647	9.5419	22.9626	12.5894	13.4656	7.2225	5.0545	5.964	0	4.205
AT4G20830	463.7394	1017.0717	337.231	411.8226	848.3227	476.7981	212.9773	324.4914	214.0063	294.2852	217.8286	356.2321	160.7383	116.4518	156.2015	651.2295	854.2138	646.668	722.8549	689.6166
AT4G20840	57.6752	52.3598	56.2052	71.7856	57.1148	41.0673	52.5382	45.5079	39.7561	58.6647	31.6203	47.7097	51.144	34.6208	30.971	13.2413	20.2181	17.892	19.727	11.5637
AT4G20850	363.1976	375.8431	406.6093	307.9224	382.1652	454.5243	329.3522	414.1882	350.1921	365.4522	535.2024	465.9644	371.5769	408.1057	399.9296	788.4572	972.995	865.632	915.8981	859.9183
AT4G20860	185.4958	339.9802	159.8335	168.1294	291.4534	341.0672	125.4137	156.9694	73.5911	190.4198	91.3475	66.7935	49.0565	56.6522	87.5267	244.3615	433.4251	294.792	283.2239	290.1436
AT4G20870	264.2146	208.0048	235.3591	292.8096	277.1747	274.942	297.7163	249.3044	292.6726	235.6205	173.326	136.7677	124.2069	67.1434	92.9129	131.2089	226.1898	173.808	207.1339	140.8668
AT4G20880	67.8073	78.1811	74.6475	60.451	73.0733	82.1346	92.083	67.9321	78.6663	69.2436	71.4384	130.4064	145.082	135.3358	119.8442	117.9676	123.8357	153.36	135.2711	165.0454
AT4G20890	746.6595	801.8943	869.4237	823.6452	849.1626	473.3178	501.6548	514.4376	537.9763	505.8628	446.1972	504.1321	423.7647	416.4986	437.6334	305.7529	313.3802	301.608	315.6326	253.35
AT4G20900	0	0	0	0	0	0.6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20910	38.1903	21.5177	44.7885	32.1146	31.9171	22.2738	23.7269	30.9982	12.6881	13.464	14.0535	4.771	11.4813	14.6876	10.7725	21.6675	29.0635	16.188	21.1361	39.9473
AT4G20920	1.5588	0	2.6346	0	0.8399	0	0	0	1.6917	0.9617	0	1.5903	0	1.0491	0	0	2.5273	0	0	0
AT4G20930	45.2049	52.3598	43.0321	39.671	52.9152	70.3016	41.8046	60.6773	39.7561	66.3584	57.3849	104.9613	90.8067	112.2553	90.2198	142.0427	178.1718	136.32	150.7709	190.2753
AT4G20940	36.6315	20.0832	43.9103	62.3401	58.7946	53.5963	40.6747	42.8698	37.2185	35.5835	16.3957	7.9516	16.7001	8.3929	2.6931	0	5.0545	0.852	2.8181	0
AT4G20960	211.9952	197.2459	158.9552	134.1257	173.8641	132.9466	141.7966	159.6076	152.2574	140.4106	84.3207	81.1064	112.7256	105.9606	95.6061	58.9838	56.8633	34.932	43.6813	55.716
AT4G20970	2.3382	2.869	9.6603	3.7782	7.5593	1.3921	0	2.6381	5.0752	0	3.5134	0	2.0875	0	2.6931	0	6.3181	3.408	0	0
AT4G20980	472.3128	441.8309	424.1734	400.488	406.5229	245.0116	280.7685	296.7909	288.4433	320.2516	179.1816	166.9838	182.6572	173.104	172.3602	335.8466	338.6528	305.868	350.8594	285.9386
AT4G20990	0	0.7173	1.7564	0	0	0	0	2.6381	0	0	3.5134	0	0	0	0	0	0	0.852	1.4091	3.1537
AT4G21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.556	0	0
AT4G21010	0	0	0	1.8891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1025
AT4G21020	3.897	0.7173	5.2692	1.8891	0.8399	0	2.2597	4.6167	0	0.9617	1.1711	0	1.0438	1.0491	2.6931	86.6701	212.2898	131.208	232.4972	95.6633
AT4G21030	0	0	0	0	0	0	0.5649	0	0	0	0	0	0	0	0	0	0	0	9.8635	0
AT4G21040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G21050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G21060	33.5139	23.6695	37.7628	24.5582	20.9981	15.3132	31.071	36.934	23.6845	12.5023	31.6203	27.0355	84.5442	68.1925	82.1404	346.6804	475.1248	426.852	456.54	376.3457
AT4G21065	10.1321	10.0416	4.391	15.1128	3.3597	2.7842	10.1687	14.5098	5.0752	5.7703	7.0267	1.5903	6.2625	0	1.3466	7.2225	0	2.556	1.4091	0
AT4G21070	19.4849	28.6903	17.5641	7.5564	15.1186	29.9304	19.7724	46.827	22.8386	16.3492	9.369	7.9516	0	0	4.0397	1.2038	1.2636	0	1.4091	0
AT4G21080	0	0	0	0	0	0	0	0	0	0	0	0	3.1313	0	0	0	0	0	0	0
AT4G21090	100.5418	93.2435	86.0642	119.0129	82.3125	65.4292	52.5382	67.9321	72.7452	72.1287	62.0694	74.7451	65.7566	73.438	56.5557	138.4314	141.5265	134.616	114.135	97.7658
AT4G21100	49.1018	57.3806	14.0513	51.0055	46.1958	36.8909	29.9411	40.8912	29.6056	29.8132	26.9358	52.4806	10.4376	36.719	14.8122	45.7426	22.7453	31.524	56.363	25.2299
AT4G21105	1890.8099	1772.3442	1862.6745	2123.3421	1822.6338	1783.9904	1480.1077	1868.4637	2260.1771	2033.0684	2171.2589	2220.0896	2046.8044	2103.4755	1811.1291	2970.8585	3334.7193	3586.92	3028.1	3444.9294
AT4G21110	382.6825	382.2984	334.5964	300.366	320.8507	327.1461	369.462	400.9975	373.8766	336.6007	359.5342	333.9676	313.1266	352.5026	420.1281	536.8731	674.7784	532.5	517.1301	548.7498
AT4G21120	3.1176	23.6695	28.1026	1.8891	6.7194	40.3712	9.6038	20.4456	8.4587	17.3109	10.5401	9.5419	24.0064	13.6385	5.3863	14.445	55.5997	32.376	25.3633	32.5886
AT4G21130	0	0	0	7.5564	0	0	0	0	0	0	0	0	0	0	0	0	1.2636	0	0	0
AT4G21140	29.617	19.366	16.6859	28.3364	31.0772	25.7541	18.0777	27.041	12.6881	20.196	4.6845	3.1806	19.8314	14.6876	2.6931	26.4825	37.9089	32.376	52.1357	29.4349
AT4G21150	400.6085	426.7684	331.9618	349.4825	338.4891	396.0556	294.8917	326.47	324.8159	371.2225	348.9941	311.7031	205.6198	219.265	172.3602	157.6914	103.6177	183.18	163.4526	170.3017
AT4G21160	234.5976	211.5911	183.545	173.7967	165.4649	220.6496	193.7698	225.5611	166.6373	224.0799	241.251	240.1386	234.845	249.6894	259.8869	383.9967	515.561	433.668	534.039	501.4438
AT4G21170	4.6764	11.4761	3.5128	28.3364	14.2787	8.3527	18.6426	19.1265	14.3799	4.8086	1.1711	7.9516	9.3938	9.442	10.7725	7.2225	6.3181	14.484	1.4091	4.205
AT4G21180	144.1879	119.7821	75.5257	105.7893	120.109	112.0649	120.3294	121.3545	139.5693	128.87	89.0052	77.9258	92.8942	83.9292	51.1694	74.6326	50.5452	49.416	54.9539	57.8185
AT4G21190	139.5115	127.6719	146.6604	183.2422	157.9056	134.3387	186.9907	139.162	175.0961	133.6786	87.8341	85.8774	131.5132	115.4026	119.8442	54.1688	39.1725	45.156	61.9993	51.511
AT4G21192	244.7297	220.1982	245.8976	275.8078	227.6192	236.6589	267.7752	260.5165	235.999	253.8931	187.3794	227.4161	150.3008	177.3004	197.945	292.5116	353.8164	356.136	307.1781	347.9621
AT4G21200	1.5588	5.7381	0.8782	3.7782	1.6798	0.6961	1.6948	0.6595	1.6917	0	3.5134	3.1806	2.0875	11.5403	1.3466	0	0	0	1.4091	3.1537
AT4G21210	1058.4171	1097.4046	1010.8148	1014.4437	1054.1039	785.1507	800.501	790.1234	932.1539	889.5876	913.4746	896.9416	820.3918	681.9247	775.6211	433.3505	571.1607	557.208	591.8111	486.7264
AT4G21213	3.897	0	0.8782	0	0	0.6961	3.3896	1.3191	0	0	0	0	0	0	0	0	8.8454	5.964	1.4091	1.0512
AT4G21215	295.3903	342.8493	318.7887	368.3734	328.4101	259.6287	297.1514	213.0299	318.8947	218.3096	339.6252	376.9063	351.7456	343.0606	425.5144	338.2542	466.2794	472.008	453.7218	377.3969
AT4G21216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G21220	14.0291	5.0208	20.1987	20.78	8.3992	7.6566	5.0843	14.5098	13.534	12.5023	3.5134	6.3613	8.35	13.6385	9.426	16.8525	6.3181	11.928	1.4091	9.4612
AT4G21230	0	2.869	2.6346	0	3.3597	6.9606	0	0	1.6917	5.7703	3.5134	0	4.175	3.1473	8.0794	0	0	0.852	0	1.0512
AT4G21240	1.5588	0.7173	0	0	0	0	0	0	0	0	0	0	2.0875	0	0	0	0	0	0	0
AT4G21250	0	0	3.5128	0	0	0	0	0	0.8459	0	0	0	0	0	0	0	0	0	0	0
AT4G21260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0512
AT4G21270	19.4849	30.8421	36.0064	28.3364	38.6365	18.7935	28.2463	24.4028	41.4479	58.6647	11.7112	3.1806	1.0438	7.3438	2.6931	1.2038	7.5818	1.704	2.8181	0
AT4G21280	13407.915	13589.1678	13063.3109	12736.2745	12886.9451	13941.2971	15519.6639	14380.5093	17013.0771	13916.036	9563.3766	10260.758	9382.3175	5118.632	6715.3167	594.6532	677.3056	511.2	618.5835	556.1085
AT4G21300	0	10.7589	3.5128	3.7782	5.0395	0	7.344	1.3191	0	1.9234	2.3422	0	1.0438	0	0	0	1.2636	0	0	0
AT4G21310	25.72	7.1726	14.9295	5.6673	15.1186	6.9606	14.1232	15.8288	20.301	31.7366	12.8823	4.771	2.0875	7.3438	1.3466	10.8338	7.5818	11.076	28.1815	3.1537
AT4G21320	24.1612	15.0624	20.1987	7.5564	12.5989	22.2738	13.5582	19.7861	32.1432	18.2726	15.2246	20.6742	16.7001	37.7681	20.1985	565.7632	876.9592	660.3	929.9888	605.517
AT4G21323	1.5588	1.4345	0	0	0.8399	0.6961	0.5649	5.9358	0	0.9617	4.6845	0	1.0438	1.0491	0	26.4825	32.8544	17.892	30.9996	8.41
AT4G21326	1.5588	8.6071	5.2692	11.3346	9.2392	12.529	16.3829	15.1693	6.767	15.3875	21.0802	7.9516	22.9626	23.0805	16.1588	18.0563	31.5907	7.668	11.2726	10.5124
AT4G21330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2038	0	0	0	0
AT4G21340	0	0	0	0	0.8399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G21350	9.3527	10.0416	5.2692	9.4455	8.3992	0.6961	11.2985	6.5954	11.8422	5.7703	5.8556	3.1806	10.4376	1.0491	20.1985	10.8338	11.3727	5.964	16.9089	23.1274
AT4G21366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G21380	47.543	59.5324	72.8911	66.1183	51.2353	43.8515	30.506	40.2317	35.5267	62.5116	80.8074	95.4193	64.7128	30.4243	78.1007	14.445	25.2726	21.3	18.318	31.5373
AT4G21390	10.1321	35.1456	3.5128	3.7782	37.7966	15.3132	1.1299	9.893	17.7634	3.8469	2.3422	17.4935	7.3063	4.1965	5.3863	6.0188	10.109	4.26	0	1.0512
AT4G21400	3.1176	10.7589	5.2692	17.0018	3.3597	12.529	13.5582	11.2121	11.8422	9.6172	9.369	14.3129	20.8751	6.2947	13.4656	3.6113	2.5273	5.112	9.8635	14.7174
AT4G21410	2.3382	4.3035	13.1731	9.4455	13.4388	16.7053	13.5582	13.8502	13.534	8.6554	7.0267	15.9032	6.2625	4.1965	4.0397	0	0	2.556	1.4091	2.1025
AT4G21430	17.1467	22.235	35.1282	20.78	18.4783	22.9698	31.6359	19.7861	8.4587	24.0429	25.7647	12.7226	6.2625	24.1296	9.426	30.0938	12.6363	2.556	11.2726	10.5124
AT4G21440	5.4558	7.1726	10.5385	11.3346	20.9981	6.9606	21.4672	9.2335	7.6129	10.5789	5.8556	22.2645	12.5251	17.835	25.5847	89.0776	104.8813	63.9	92.9989	131.4056
AT4G21445	343.7128	345.7183	279.2694	306.0333	250.2972	237.355	311.2746	278.9835	286.7515	307.7492	194.4061	217.8741	196.226	140.5814	161.5877	16.8525	13.8999	7.668	0	7.3587
AT4G21450	305.5224	304.8346	295.0771	387.2644	296.493	412.0649	373.4165	419.4645	405.174	349.103	501.2399	534.3482	607.4657	509.8699	607.3005	223.8978	341.1801	233.448	284.6329	277.5286
AT4G21460	76.3806	93.2435	84.3078	92.5656	68.0338	114.8492	85.3039	91.6754	114.1931	88.4779	76.1229	95.4193	79.3254	72.3889	96.9526	79.4476	36.6453	37.488	54.9539	59.921
AT4G21470	162.8933	150.6242	154.5642	137.9039	165.4649	108.5847	133.8876	148.3955	159.0244	139.4489	151.0746	114.5032	144.0382	139.5323	161.5877	325.0129	353.8164	308.424	307.1781	356.372
AT4G21480	3.1176	8.6071	1.7564	9.4455	1.6798	8.3527	7.344	5.2763	11.8422	2.8851	14.0535	3.1806	10.4376	26.2279	6.7328	7.2225	10.109	2.556	8.4544	0
AT4G21490	0	0	0.8782	0	1.6798	0	0	0	0	0	0	1.5903	10.4376	7.3438	2.6931	1.2038	0	7.668	9.8635	0
AT4G21500	9.3527	4.3035	14.0513	7.5564	20.1582	9.0487	14.6881	7.2549	10.1505	9.6172	2.3422	4.771	15.6563	28.3261	4.0397	0	7.5818	5.112	18.318	9.4612
AT4G21510	51.44	48.7735	40.3975	69.8965	34.4369	39.6752	42.9344	52.7628	42.2937	31.7366	56.2138	38.1677	62.6253	43.0137	43.0901	16.8525	12.6363	11.928	25.3633	13.6662
AT4G21520	57.6752	41.601	58.8398	71.7856	26.0376	29.9304	30.506	36.2744	43.9855	39.4304	19.9091	22.2645	25.0501	60.8487	33.6641	42.1313	42.9634	37.488	50.7267	28.3836
AT4G21530	31.1758	5.0208	22.8334	24.5582	16.7985	22.9698	20.9023	22.4242	27.068	18.2726	15.2246	15.9032	5.2188	15.7367	39.0504	14.445	5.0545	15.336	8.4544	7.3587
AT4G21534	3.1176	1.4345	8.7821	3.7782	4.1996	17.4014	10.7336	6.5954	16.9175	7.6937	8.1978	1.5903	6.2625	28.3261	9.426	10.8338	31.5907	15.336	9.8635	21.0249
AT4G21540	95.0861	68.1395	88.6988	68.0074	78.1129	90.4872	66.0964	69.9107	76.1287	57.703	71.4384	65.2032	81.4129	97.5677	98.2992	114.3564	142.7902	149.952	133.862	136.6618
AT4G21550	10.9115	10.0416	4.391	7.5564	0.8399	2.7842	9.0388	11.8716	6.767	9.6172	8.1978	3.1806	9.3938	20.9823	8.0794	1.2038	2.5273	6.816	9.8635	13.6662
AT4G21560	113.0121	105.4369	119.436	102.0111	82.3125	104.4083	116.9398	95.6326	120.9601	127.9083	151.0746	187.658	168.0446	200.381	204.6778	474.2781	566.1062	434.52	494.585	463.599
AT4G21570	411.52	533.6399	534.8273	568.6174	486.3157	341.7633	350.2545	415.5073	422.9373	351.0265	531.6891	453.2418	531.2715	465.807	548.0517	4074.6986	4359.5232	4621.248	4315.9936	4589.7351
AT4G21580	276.6849	329.2214	301.2246	270.1405	224.2596	307.6566	216.3669	313.2793	279.9845	286.5915	402.8657	427.7966	441.5085	544.4907	484.7632	2364.1678	2836.8491	2362.596	2309.4722	2366.3522
AT4G21585	9.3527	5.0208	2.6346	1.8891	17.6384	1.3921	9.0388	5.9358	5.0752	3.8469	19.9091	3.1806	7.3063	7.3438	2.6931	1.2038	3.7909	1.704	7.0454	5.2562
AT4G21590	0.7794	2.869	1.7564	0	0.8399	2.7842	4.5194	8.574	3.3835	14.4257	2.3422	0	3.1313	1.0491	1.3466	0	0	1.704	11.2726	0
AT4G21600	6.2352	2.1518	5.2692	3.7782	5.0395	9.7448	0.5649	0.6595	5.9211	7.6937	0	3.1806	1.0438	0	0	0	0	0	0	0
AT4G21610	38.1903	41.601	50.9359	43.4492	50.3954	50.116	48.0188	54.7414	60.903	34.6218	74.9518	38.1677	42.794	40.9155	63.2885	61.3913	77.0814	102.24	119.7713	89.3558
