ID	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10	treatment_11	treatment_12
AT5G51020	443.331	390.349	518.671	542.992	677.801	554.025	546.714	485.841	522.752	599.579	590.924	504.711	624.31	546.779	613.253
AT5G51030	5.49	3.414	3.373	4.083	1.798	7.118	12.933	3.566	0	0.85	0	5.353	6.937	5.427	24.875
AT5G51040	413.822	335.722	317.106	385.402	395.534	269.894	320.974	305.768	334.184	422.682	388.248	357.886	1024.661	1442.248	1397.759
AT5G51050	27.451	9.104	18.554	34.294	23.372	20.168	32.92	31.201	15.714	32.318	30.786	30.589	58.467	42.06	28.701
AT5G51060	8.922	2.276	4.217	6.532	1.798	1.186	4.703	0	6.286	7.654	0.855	9.177	2.973	2.714	0
AT5G51070	813.232	432.456	464.695	402.549	368.565	412.849	472.643	729.208	580.37	707.589	662.758	605.653	4058.013	4988.847	5357.597
AT5G51080	24.02	29.589	60.722	10.615	23.372	25.506	37.623	27.635	37.714	26.364	28.221	46.648	19.819	12.211	14.351
AT5G51090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51100	126.96	117.218	158.553	111.048	161.809	106.771	142.263	98.951	125.712	126.72	89.793	112.413	27.747	18.995	57.403
AT5G51105	0.686	0	0	2.45	0	1.186	0	2.674	0	0	0	0	0	13.568	10.524
AT5G51110	1578.425	1807.211	1757.577	1762.07	1850.019	1455.057	1560.193	1228.421	1428.926	1150.682	1265.654	1296.954	575.752	469.443	421.911
AT5G51120	181.176	254.921	166.143	210.664	179.788	169.055	191.644	188.096	157.14	193.907	193.269	197.296	160.537	179.094	116.719
AT5G51130	27.451	18.209	14.337	45.726	5.394	19.575	10.582	15.155	27.238	36.57	27.365	36.706	85.223	80.049	79.407
AT5G51140	139.999	158.188	157.71	141.26	124.054	160.157	119.924	169.376	151.902	125.019	135.117	159.825	100.088	51.557	90.888
AT5G51150	87.843	117.218	164.457	124.112	88.096	89.569	115.221	89.145	75.427	137.776	100.91	110.119	94.142	96.331	94.715
AT5G51160	0	0	0	0	0	0	0	0	0	0.85	0.855	1.529	12.883	2.714	4.784
AT5G51170	32.941	42.108	35.421	30.212	50.341	48.047	38.799	39.224	34.571	42.523	54.731	42.824	148.645	93.617	136.81
AT5G51180	135.882	163.878	195.661	120.03	124.054	165.496	186.941	162.244	180.187	172.645	135.117	142.237	124.862	166.883	127.243
AT5G51190	146.176	75.111	134.095	268.638	59.33	203.459	22.339	26.744	57.618	32.318	19.669	19.883	18.828	16.281	18.178
AT5G51195	0	10.242	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51200	132.45	121.771	90.24	173.921	89.894	119.821	121.1	124.803	115.236	113.963	139.393	143.001	63.422	69.195	88.974
AT5G51210	1.373	1.138	3.373	4.083	5.394	3.559	9.406	4.457	3.143	13.607	20.524	16.824	4.955	6.784	9.567
AT5G51220	133.823	105.838	75.903	62.056	75.511	84.824	101.113	56.161	103.712	106.308	132.552	130.766	89.187	109.898	106.195
AT5G51230	64.51	44.384	53.975	69.405	55.734	68.215	47.029	57.944	69.142	42.523	51.31	39	88.196	54.271	61.23
AT5G51250	0	0	0	0	1.798	0	0	0	0	0	0	0	0	0	0
AT5G51260	66.568	101.286	85.18	93.901	86.298	94.315	68.192	150.655	59.713	105.458	82.096	69.589	193.239	123.466	176.992
AT5G51270	0	0	0	0	1.798	1.78	0	0	0	0	0	1.529	0	0	0
AT5G51280	120.784	153.636	175.42	138.81	89.894	116.262	171.656	88.254	138.283	167.542	125.71	151.413	176.392	153.315	197.083
AT5G51290	71.372	54.626	53.975	91.451	52.139	94.315	57.611	68.642	79.618	65.486	79.531	61.942	154.591	149.245	172.208
AT5G51300	201.764	141.117	189.758	181.269	145.628	154.819	136.385	152.438	115.236	193.907	156.496	170.531	205.13	302.56	272.663
AT5G51310	9.608	3.414	11.807	5.716	0	2.373	1.176	3.566	5.238	1.701	5.986	5.353	3.964	0	0
AT5G51330	0	0	0	0	0	0	0	0	0	0	1.71	0	0	0	0.957
AT5G51340	95.392	77.387	82.65	91.451	64.724	84.231	146.966	83.797	99.522	66.336	92.359	108.589	91.169	47.487	93.758
AT5G51350	36.372	19.347	32.891	36.744	39.553	42.709	27.042	29.418	35.618	56.981	37.628	56.589	16.846	2.714	14.351
AT5G51360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51370	22.647	31.865	21.928	25.312	30.564	29.066	25.866	17.829	37.714	26.364	35.917	42.059	52.521	14.924	63.143
AT5G51380	29.51	17.071	43.855	28.579	23.372	30.252	43.502	23.178	14.666	28.916	22.234	23.706	6.937	9.497	4.784
AT5G51390	33.627	29.589	63.253	63.689	68.319	58.724	72.895	67.75	52.38	36.57	19.669	35.177	27.747	21.708	37.312
AT5G51400	537.351	553.089	524.574	462.155	505.204	510.723	586.689	509.911	551.037	518.785	458.372	487.123	447.917	348.69	403.733
AT5G51410	150.98	130.875	115.541	155.957	185.182	164.309	142.263	144.415	133.045	182	186.427	146.825	243.778	192.661	263.096
AT5G51420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.827
AT5G51430	216.862	192.329	181.324	151.874	192.373	188.629	263.363	211.274	180.187	182.85	206.096	174.355	244.769	213.013	198.04
AT5G51440	37.059	1.138	9.277	3.266	8.989	5.339	0	0.891	7.333	0	5.131	1.529	10.901	14.924	9.567
AT5G51450	26.078	19.347	49.759	27.762	30.564	35.59	70.544	45.464	46.094	53.579	44.469	65.001	111.979	82.763	101.412
AT5G51451	0.686	0	0	0	7.192	4.152	0	2.674	0	2.551	4.276	0	5.946	10.854	0.957
AT5G51460	109.117	70.559	70.843	71.038	53.936	67.622	28.217	48.138	79.618	39.121	35.062	19.118	8.919	8.141	13.394
AT5G51470	0	0	0.843	0	8.989	1.78	0	0	0	0	0	0	0	0	0
AT5G51480	2.059	5.69	0.843	1.633	0	1.186	2.351	0	10.476	3.402	5.131	3.824	0	0	5.74
AT5G51490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51510	194.215	180.949	161.083	139.626	133.043	131.092	205.753	192.554	210.568	159.888	172.745	200.355	214.049	290.349	217.174
AT5G51520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51530	0	0	0	0	0	0	1.176	0	0	0	9.407	0	0	0	0
AT5G51540	19.902	12.518	3.373	13.064	14.383	13.05	31.745	9.806	12.571	14.458	27.365	18.353	5.946	1.357	0.957
AT5G51545	311.567	485.944	416.623	325.795	309.235	268.115	311.568	295.071	340.47	238.131	240.303	213.355	80.268	86.833	102.368
AT5G51550	2414.99	1891.426	1598.18	1018.212	1058.952	1233.803	760.697	811.222	899.888	608.935	631.117	789.949	125.853	69.195	101.412
AT5G51560	150.98	151.36	172.047	171.471	152.82	172.021	130.506	140.849	140.378	150.533	159.917	169.002	16.846	32.563	15.307
AT5G51570	194.215	307.271	251.323	190.251	199.565	164.309	336.259	375.301	377.136	281.505	303.586	221.767	586.653	907.68	729.973
AT5G51580	0	0	0	0	0	0	0	0.891	1.048	0	1.71	0	0	0	0
AT5G51590	43.235	39.831	28.674	12.248	17.979	55.758	29.393	41.007	59.713	31.467	59.007	30.589	34.684	9.497	15.307
AT5G51600	8.235	15.933	26.988	18.78	34.16	12.457	12.933	13.372	5.238	22.112	29.076	14.53	4.955	0	4.784
AT5G51610	8.235	3.414	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51620	218.921	218.504	187.227	196.783	122.256	158.378	177.535	212.166	185.425	176.047	212.083	149.119	247.742	245.576	262.14
AT5G51630	13.039	11.38	5.904	3.266	8.989	8.304	4.703	8.023	8.381	11.907	7.697	18.353	12.883	25.779	22.004
AT5G51640	117.352	87.629	82.65	60.423	46.745	54.572	55.259	84.688	68.094	85.047	102.621	84.118	303.236	356.831	286.057
AT5G51650	0	0	3.373	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51660	24.706	55.764	41.325	42.46	46.745	41.522	43.502	57.944	51.332	50.178	51.31	37.471	23.783	56.984	38.269
AT5G51670	28.823	20.485	40.482	30.212	37.755	32.625	24.69	16.046	27.238	16.159	13.683	28.294	27.747	21.708	22.004
AT5G51680	13.039	1.138	5.904	0	3.596	1.78	5.879	5.349	10.476	19.561	4.276	14.53	362.694	625.471	696.488
AT5G51690	34.314	26.175	62.409	57.157	44.947	39.743	41.151	46.356	76.475	54.43	29.931	45.118	60.449	54.271	66.97
AT5G51700	150.98	150.222	142.529	111.048	95.288	126.346	102.288	119.455	114.188	77.393	134.262	139.943	118.916	253.716	201.867
AT5G51710	69.313	52.35	73.373	56.341	86.298	62.876	45.853	82.014	72.284	84.196	99.2	100.942	281.435	274.068	284.144
AT5G51720	281.371	388.072	504.333	478.486	483.63	341.075	432.668	327.163	469.325	370.804	357.462	369.357	45.585	42.06	60.273
AT5G51730	85.784	99.01	107.951	62.056	116.862	106.771	79.95	97.168	111.046	112.262	83.807	104.766	126.844	86.833	117.676
AT5G51740	102.254	66.006	67.469	62.056	64.724	59.911	55.259	69.533	56.57	79.944	74.4	71.883	268.552	301.203	291.798
AT5G51750	207.254	217.366	280.841	360.906	409.917	425.899	526.727	498.322	495.515	514.533	581.517	527.652	226.932	120.753	171.252
AT5G51760	0.686	0	0.843	0.817	0	0.593	1.176	0.891	1.048	0	0.855	0.765	115.943	241.505	221.958
AT5G51770	22.647	20.485	13.494	15.514	19.777	12.457	12.933	38.332	29.333	9.355	25.655	21.412	37.657	24.422	28.701
AT5G51780	2.745	3.414	7.59	2.45	0	0	7.054	0.891	0	0.85	10.262	0	12.883	0	4.784
AT5G51790	6.176	6.828	5.06	7.349	10.787	8.898	5.879	5.349	7.333	0	0	3.059	7.928	0	2.87
AT5G51795	5.49	12.518	23.614	3.266	10.787	23.134	9.406	3.566	7.333	1.701	2.566	3.059	10.901	14.924	0.957
AT5G51800	0	0	0.843	0	0	0	0	0	0	0	0	3.824	0	0	0
AT5G51810	4.118	10.242	10.964	2.45	1.798	10.084	1.176	3.566	6.286	0	8.552	4.588	0.991	0	19.134
AT5G51812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51820	427.547	475.702	505.177	400.916	507.002	438.949	665.463	619.559	694.559	520.486	428.441	494.005	174.41	131.607	178.905
AT5G51830	374.704	185.501	239.516	170.655	136.639	142.955	201.05	138.175	145.616	183.701	146.234	169.002	442.963	607.833	378.859
AT5G51840	188.725	184.363	220.962	212.298	177.99	192.188	198.698	181.856	189.616	142.028	164.193	168.237	54.503	40.703	98.542
AT5G51845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51850	5.49	15.933	31.205	26.129	25.17	10.084	15.284	30.309	30.38	11.907	15.393	22.941	0	1.357	3.827
AT5G51860	0	0	0	0	0	0	0	0	0	0	0	0.765	0	0	1.913
AT5G51870	0.686	0	0.843	3.266	7.192	0	5.879	0	0	0	0.855	1.529	8.919	18.995	32.528
AT5G51880	307.45	341.413	341.564	275.987	341.597	247.354	205.753	365.495	294.376	272.15	281.351	247.002	474.674	516.93	513.755
AT5G51890	203.823	240.127	147.589	194.334	278.671	177.952	231.619	209.491	246.186	277.252	337.793	136.119	578.725	626.828	812.25
AT5G51900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G51910	33.627	30.727	37.952	51.441	71.915	43.302	24.69	36.55	32.476	34.019	22.234	16.824	24.774	14.924	25.831
AT5G51920	8.235	9.104	0.843	4.899	3.596	2.966	2.351	8.915	10.476	2.551	12.828	4.588	6.937	6.784	0
AT5G51930	0	0	0	0	0	0	0	0	0	0	0	0.765	0	0	0
AT5G51940	318.43	261.75	252.167	226.179	222.937	213.543	304.514	249.607	283.9	299.365	301.876	269.179	530.168	569.844	550.11
AT5G51950	4.118	9.104	1.687	22.046	8.989	26.1	25.866	53.487	41.904	53.579	174.455	118.531	27.747	14.924	34.442
AT5G51960	168.137	159.326	165.3	129.012	133.043	154.225	178.711	156.896	134.093	102.056	141.103	165.178	84.232	65.125	53.576
AT5G51970	620.39	1004.891	855.174	698.132	834.217	900.439	828.889	633.823	640.083	800.29	760.248	676.007	911.69	789.641	1235.117
AT5G51980	78.921	95.596	79.276	90.635	66.522	78.299	117.573	106.974	71.237	89.299	77.821	96.354	153.6	217.083	146.377
AT5G51990	0	0	0	0	0	0	0	0	0	0	0	0	13.874	13.568	4.784
AT5G52000	0	0	0	0.817	0	0	0	0	0	0	0	0	0	0	0
AT5G52010	111.862	118.356	101.204	117.58	134.841	97.874	146.966	144.415	137.236	113.963	92.359	87.177	58.467	71.909	39.225
AT5G52020	0	0	0	0	5.394	0	0	0	0	0	0	0	0	0	0
AT5G52030	73.431	100.148	75.06	74.304	163.607	117.449	132.857	115.889	109.998	95.252	118.869	97.883	94.142	78.693	58.36
AT5G52040	489.998	364.174	450.358	440.926	438.683	475.133	395.045	533.98	457.801	475.411	530.206	536.829	418.188	420.599	373.118
AT5G52050	23.333	19.347	16.867	22.046	21.575	8.898	7.054	7.132	11.524	3.402	2.566	4.588	40.63	37.99	54.533
AT5G52060	424.802	424.49	463.852	560.955	704.769	607.411	470.292	422.548	425.326	488.168	602.896	525.358	468.728	424.669	360.681
AT5G52070	55.588	43.246	41.325	44.909	21.575	60.504	28.217	50.813	42.952	64.636	59.007	43.589	50.539	42.06	54.533
AT5G52080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52090	0	0	0	0	0	0	0	0	0	0	0	0	0	1.357	0
AT5G52100	295.783	407.419	342.407	353.557	338.002	395.054	296.284	278.133	296.471	184.551	192.414	173.59	98.106	61.055	52.619
AT5G52110	123.529	104.7	97.831	72.671	82.703	79.485	95.234	92.711	92.189	99.505	97.49	100.942	102.07	77.336	84.191
AT5G52120	50.098	59.178	52.289	44.909	97.086	70.588	17.636	37.441	83.808	30.617	31.641	43.589	0.991	5.427	12.437
AT5G52130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52160	25.392	12.518	0	10.615	43.149	8.898	4.703	10.697	6.286	12.757	8.552	8.412	1.982	12.211	15.307
AT5G52170	0	0	0	0	0	0	0	0	0	0	0.855	0	0	0	0
AT5G52180	94.705	101.286	116.385	115.131	124.054	105.585	101.113	127.478	116.284	109.71	176.165	90.236	86.214	44.773	63.143
AT5G52190	88.529	133.151	149.276	169.022	111.469	102.026	136.385	123.912	171.806	96.953	76.965	113.178	45.585	56.984	30.615
AT5G52200	372.646	259.474	283.371	235.16	275.076	254.472	216.334	227.32	250.376	246.636	179.586	256.179	471.701	499.292	553.937
AT5G52210	168.137	125.185	147.589	83.286	113.266	124.567	99.937	106.083	125.712	90.15	88.083	76.471	137.745	100.401	84.191
AT5G52220	15.098	31.865	19.397	6.532	8.989	13.05	15.284	1.783	14.666	17.009	8.552	7.647	0	4.07	2.87
AT5G52230	43.921	14.795	29.518	31.845	46.745	37.963	44.678	33.875	50.285	32.318	73.545	42.824	67.386	47.487	70.797
AT5G52240	918.231	897.915	877.102	927.577	873.77	832.224	949.989	857.577	820.271	951.673	856.882	883.244	784.846	567.13	742.41
AT5G52250	43.921	53.488	42.168	53.074	17.979	27.879	7.054	12.48	14.666	16.159	17.103	3.059	53.512	55.628	81.321
AT5G52260	0	2.276	0	0	0	0	0	0	0	0	0	0	0	0	0.957
AT5G52270	0	0	0	0	0	2.373	0	1.783	1.048	4.252	0	0	0	0	6.697
AT5G52280	128.333	234.437	201.565	202.499	156.416	187.443	225.74	251.39	185.425	191.355	237.738	193.473	268.552	142.461	277.447
AT5G52290	2.059	0	1.687	0	0	0	0	0.891	4.19	0	0	0.765	0	9.497	3.827
AT5G52300	110.49	96.734	104.577	114.314	118.66	99.653	149.318	98.06	124.664	527.29	555.862	105.53	18897.755	22095.015	18725.757
AT5G52310	360.293	424.49	429.274	406.631	427.896	502.419	4620.616	3944.676	3797.549	6307.066	5707.415	3620.919	23860.521	31931.604	24927.174
AT5G52320	118.725	86.491	86.867	206.582	228.331	128.126	338.61	237.126	193.806	263.645	268.524	278.356	65.404	56.984	62.186
AT5G52330	0	1.138	1.687	1.633	0	0.593	0	0	0	0	5.131	0	2.973	2.714	2.87
AT5G52340	1.373	1.138	7.59	0.817	0	6.525	0	0	0	0	3.421	4.588	0.991	0	3.827
AT5G52350	0	0	6.747	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52360	0	0	0	0	0	0	0	0	1.048	9.355	5.986	2.294	22.792	33.919	55.489
AT5G52370	228.528	209.4	198.191	222.912	188.777	230.745	219.861	210.383	253.519	304.467	261.682	247.002	254.679	223.867	192.299
AT5G52380	50.784	30.727	26.988	20.413	37.755	31.438	47.029	33.875	45.047	42.523	29.931	60.412	38.648	35.276	25.831
AT5G52390	41.176	25.037	21.928	40.826	28.766	63.47	96.41	84.688	80.665	333.383	329.241	199.59	707.551	371.755	616.124
AT5G52400	0	2.276	0	0	0	0	0	0	0	0	0	0	0	1.357	0.957
AT5G52410	50.098	46.66	50.602	48.992	37.755	55.165	50.556	36.55	47.142	50.178	47.89	52.765	54.503	89.547	67.927
AT5G52420	124.901	128.599	157.71	299.666	235.522	262.183	280.999	239.801	273.424	434.589	389.103	376.239	908.717	793.711	911.748
AT5G52430	146.176	139.979	96.144	96.35	127.65	116.262	126.979	104.3	67.046	85.897	71.834	71.883	96.124	77.336	68.883
AT5G52440	746.664	973.026	949.631	921.861	1058.952	981.704	1056.981	874.515	1047.6	802.841	699.53	667.595	412.243	548.135	477.4
AT5G52450	169.509	100.148	68.313	75.121	115.064	97.874	108.167	140.849	153.997	189.654	184.717	193.473	390.441	510.146	375.988
AT5G52460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52470	1005.388	869.464	892.282	760.189	870.174	632.917	731.304	796.958	709.225	732.252	786.758	785.361	993.941	1058.281	843.821
AT5G52480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52490	0	0	0	0	0	0	3.527	0	0	0	0	0	0	5.427	0
AT5G52500	0	0	0	2.45	0	0	0	0	0	0	0	0	0	0	1.913
AT5G52510	78.921	116.08	98.674	174.737	165.405	144.141	134.033	167.593	139.331	183.701	255.696	191.943	294.317	307.987	361.638
AT5G52520	347.253	369.864	290.118	353.557	320.023	395.054	312.744	297.745	320.566	287.458	257.407	269.944	131.799	123.466	98.542
AT5G52530	248.43	198.019	273.251	235.16	275.076	269.894	178.711	246.041	245.138	204.112	202.676	204.943	376.568	535.925	545.327
AT5G52540	236.764	283.373	184.697	227.812	177.99	186.257	188.117	222.863	237.805	182.85	189.848	274.532	69.368	28.492	31.572
AT5G52545	17.157	28.451	31.205	23.679	57.532	30.845	32.92	33.875	23.047	29.766	42.759	21.412	15.855	16.281	13.394
AT5G52547	22.647	26.175	23.614	30.212	12.585	36.184	19.987	37.441	19.904	23.813	15.393	53.53	15.855	2.714	9.567
AT5G52550	100.196	168.43	172.89	164.939	185.182	208.204	246.903	279.025	278.662	193.056	282.207	267.65	358.73	297.133	313.802
AT5G52552	100.196	168.43	172.89	164.939	185.182	208.204	246.903	279.025	278.662	193.056	282.207	267.65	358.73	297.133	313.802
AT5G52560	223.725	155.912	183.011	200.05	257.097	235.49	191.644	161.353	258.757	259.393	236.027	176.649	220.986	257.786	269.793
AT5G52570	128.333	118.356	102.047	106.149	140.235	127.532	38.799	27.635	20.952	75.692	82.096	57.354	330.983	367.685	350.157
AT5G52580	185.293	171.844	135.782	200.05	143.83	172.021	168.129	157.787	168.664	198.159	186.427	197.296	318.101	337.836	440.088
AT5G52600	1.373	5.69	3.373	18.78	5.394	5.932	5.879	0.891	6.286	7.654	0	6.882	0	0	0
AT5G52605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957
AT5G52610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87
AT5G52630	4.118	2.276	1.687	16.331	5.394	10.084	14.109	9.806	14.666	7.654	4.276	12.235	19.819	14.924	12.437
AT5G52640	71.372	30.727	34.578	49.808	61.128	18.982	45.853	53.487	48.19	47.626	41.903	42.059	657.012	606.477	768.241
AT5G52650	1906.463	2222.597	2019.864	1422.394	1371.783	1178.044	1615.452	1332.721	1481.306	1229.776	1159.613	1391.014	674.849	890.042	631.431
AT5G52660	70.686	50.074	91.084	58.79	102.479	113.889	124.627	132.826	120.474	154.785	162.483	146.06	380.532	632.255	508.015
AT5G52670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87
AT5G52690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52700	0	0	0	0	0	0	0	0	0	0	0	1.529	0	0	0
AT5G52710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52720	2.745	3.414	0.843	0	0	2.373	3.527	4.457	5.238	0	1.71	3.059	0	0	0
AT5G52730	0	0	0	1.633	0	0	2.351	0.891	0	0	0	0	0	0	0
AT5G52740	5.49	1.138	8.434	3.266	3.596	0	4.703	9.806	0	8.505	0	1.529	4.955	0	0
AT5G52750	1027.349	784.111	686.501	527.478	206.756	257.438	308.041	314.683	361.422	85.047	70.979	269.944	91.169	90.904	67.927
AT5G52760	393.234	301.581	221.805	356.823	161.809	94.315	135.209	175.616	171.806	42.523	19.669	164.413	21.801	52.914	16.264
AT5G52770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52780	247.744	367.588	306.986	403.365	449.47	380.225	471.467	336.969	447.325	290.86	298.455	304.356	51.53	27.135	57.403
AT5G52790	4.804	5.69	3.373	5.716	1.798	2.966	4.703	0	0	6.804	2.566	3.059	0	2.714	4.784
AT5G52800	2.059	0	0	0	3.596	1.186	0	4.457	0	0	0	0	0	0	1.913
AT5G52810	321.175	191.191	175.42	272.721	156.416	103.212	135.209	188.988	114.188	128.421	147.945	260.767	197.203	316.128	176.035
AT5G52820	137.254	151.36	130.722	140.443	113.266	151.853	199.874	165.81	228.377	211.766	170.179	175.119	165.492	278.138	204.737
AT5G52830	14.412	23.899	21.084	13.881	12.585	30.252	7.054	16.938	2.095	24.664	6.841	32.883	0	0	9.567
AT5G52840	1065.094	1116.42	1083.726	999.432	1015.802	899.252	878.27	947.614	854.841	777.327	882.537	911.539	367.649	404.318	412.344
AT5G52850	7.549	15.933	0.843	0	0	9.491	3.527	9.806	7.333	8.505	7.697	2.294	0.991	2.714	0
AT5G52860	21.961	5.69	11.807	8.165	16.181	4.745	15.284	16.046	13.619	12.757	12.828	19.118	8.919	9.497	3.827
AT5G52870	159.901	133.151	114.698	84.919	131.245	107.958	130.506	119.455	100.57	117.364	104.331	139.178	280.444	214.37	266.923
AT5G52880	56.274	89.905	62.409	101.25	98.883	99.653	159.899	111.432	100.57	119.065	119.724	163.649	215.04	244.219	238.222
AT5G52882	269.018	260.612	208.312	130.645	160.011	102.026	75.247	96.277	128.855	45.075	73.545	48.942	18.828	59.698	61.23
AT5G52890	35.686	46.66	39.638	32.661	62.926	53.979	43.502	25.852	37.714	23.813	23.09	48.942	61.44	54.271	83.234
AT5G52900	330.097	377.83	407.346	238.426	199.565	223.034	235.146	234.452	240.948	238.981	250.565	309.709	306.209	309.344	327.196
AT5G52901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52910	21.961	35.279	23.614	18.78	28.766	23.727	10.582	28.526	18.857	17.009	20.524	35.177	0.991	10.854	0.957
AT5G52920	697.252	820.529	776.741	687.517	778.482	848.833	758.345	671.264	752.177	743.308	649.93	619.418	580.707	432.81	473.573
AT5G52930	9.608	7.966	16.867	15.514	12.585	9.491	16.46	31.201	29.333	21.262	29.931	42.059	5.946	0	7.654
AT5G52940	3.431	1.138	1.687	5.716	26.968	4.745	15.284	12.48	5.238	0.85	2.566	10.706	0	0	0
AT5G52950	3.431	2.276	5.904	5.716	10.787	8.304	0	14.263	4.19	5.953	12.828	2.294	2.973	0	0
AT5G52960	631.37	818.252	732.042	685.068	809.046	654.864	743.061	606.188	567.799	492.421	450.675	522.299	313.146	317.484	362.594
AT5G52965	0	0	0	0	0	0	0	0	0	0	0	0	0	6.784	0.957
AT5G52970	496.174	654.374	641.802	594.433	569.928	500.639	663.111	481.384	495.515	446.495	353.186	396.122	169.455	100.401	103.325
AT5G52975	0	0	0	0	0	0	0	0	0	0	0	1.529	2.973	0	0.957
AT5G52980	71.372	71.697	75.06	53.891	53.936	82.451	75.247	73.991	86.951	76.542	68.414	82.589	105.043	187.234	166.468
AT5G52990	44.608	43.246	32.048	35.111	52.139	30.845	47.029	34.767	54.475	32.318	63.283	25.236	39.639	70.552	77.494
AT5G53000	322.548	237.851	251.323	234.344	192.373	227.186	296.284	279.025	233.615	245.785	306.151	247.767	480.619	556.276	513.755
AT5G53010	24.02	7.966	21.928	10.615	37.755	23.727	14.109	42.79	26.19	12.757	26.51	32.883	59.458	71.909	46.879
AT5G53020	54.902	46.66	84.337	95.534	39.553	104.399	162.251	133.718	112.093	90.15	99.2	122.354	79.277	31.206	39.225
AT5G53030	37.745	52.35	21.084	57.974	28.766	42.709	36.448	39.224	48.19	68.037	68.414	49.706	47.566	35.276	34.442
AT5G53040	0	1.138	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G53045	122.843	136.565	131.565	140.443	102.479	82.451	119.924	128.369	117.331	106.308	124	113.178	75.314	142.461	87.061
AT5G53050	323.234	343.689	323.01	396.017	302.044	364.209	332.731	408.285	360.374	360.598	394.234	351.768	332.965	360.901	350.157
AT5G53060	78.921	72.835	91.084	79.203	75.511	106.771	90.531	106.974	90.094	95.252	59.007	82.589	54.503	67.839	31.572
AT5G53070	33.627	29.589	42.168	38.377	39.553	48.64	48.205	65.076	59.713	36.57	27.365	43.589	11.892	25.779	20.091
AT5G53080	32.255	42.108	23.614	31.028	43.149	45.081	32.92	49.921	34.571	28.065	35.917	28.294	33.693	39.346	29.658
AT5G53090	17.843	9.104	28.674	7.349	26.968	20.761	29.393	27.635	11.524	16.159	19.669	17.588	18.828	5.427	16.264
AT5G53100	0	0	0.843	0	0	2.966	0	0	0	0	0	0	0	0	0
AT5G53110	17.843	5.69	10.12	8.165	5.394	5.339	1.176	11.589	16.762	4.252	8.552	6.118	1.982	9.497	5.74
AT5G53120	404.214	380.106	226.866	402.549	373.959	326.246	527.902	489.407	359.327	950.822	1192.964	1038.481	926.555	830.344	1281.04
AT5G53130	232.646	231.023	229.396	270.271	206.756	225.406	208.104	175.616	217.901	199.009	247.145	215.649	228.914	207.586	246.832
AT5G53140	581.272	507.567	462.165	588.717	462.055	526.146	604.325	608.862	619.131	682.075	810.703	688.242	700.614	758.435	590.292
AT5G53144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G53150	43.235	36.417	94.457	68.588	71.915	40.336	37.623	49.03	47.142	28.916	60.717	42.059	96.124	96.331	73.667
AT5G53160	405.587	598.61	662.043	459.706	528.577	541.568	393.869	458.206	491.324	239.832	247.145	331.121	89.187	99.044	99.498
AT5G53170	413.136	349.379	346.624	487.468	460.257	462.676	291.581	320.923	376.088	398.019	330.951	379.298	328.01	405.675	437.218
AT5G53180	113.921	87.629	145.902	115.947	84.5	86.603	87.004	135.501	123.617	96.103	113.738	104.001	109.997	158.742	151.161
AT5G53190	1.373	0	0	16.331	30.564	5.932	1.176	13.372	27.238	11.907	38.483	26	21.801	50.201	41.139
AT5G53200	11.667	9.104	5.06	66.139	62.926	47.454	36.448	30.309	33.523	59.533	107.752	67.295	25.765	20.352	21.048
