ID	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10	treatment_11	treatment_12
AT3G52050	80.294	144.531	150.963	112.681	181.586	149.48	152.845	107.866	135.14	136.075	119.724	146.06	85.223	80.049	79.407
AT3G52060	395.979	748.832	860.234	628.727	960.068	768.754	711.316	608.862	719.701	567.262	609.737	527.652	444.945	396.177	525.236
AT3G52070	118.039	190.053	206.625	215.564	201.363	237.863	236.322	201.468	234.662	276.402	240.303	195.767	265.579	154.672	224.828
AT3G52080	0	0	0	0	0	0	0	0	0	0	0	1.529	3.964	6.784	2.87
AT3G52090	538.037	599.748	577.706	579.736	663.418	513.096	564.35	480.493	581.418	642.953	566.124	555.182	392.423	427.383	409.473
AT3G52100	43.235	25.037	35.421	31.028	19.777	16.609	23.515	16.938	49.237	14.458	23.09	22.941	15.855	32.563	74.624
AT3G52105	157.156	167.292	220.962	191.884	192.373	226.593	236.322	197.902	191.711	225.374	206.952	185.825	518.276	696.023	690.747
AT3G52110	72.745	77.387	90.24	69.405	70.117	59.317	65.841	57.053	70.189	52.729	59.007	66.53	75.314	80.049	72.71
AT3G52115	27.451	13.657	18.554	4.083	14.383	14.236	17.636	17.829	6.286	8.505	12.828	7.647	2.973	4.07	0
AT3G52120	244.999	233.299	207.468	240.06	244.512	249.726	269.242	242.475	149.807	241.533	235.172	254.65	549.987	607.833	552.024
AT3G52130	45.98	19.347	0.843	40.826	88.096	27.286	37.623	69.533	26.19	51.028	51.31	54.295	12.883	18.995	31.572
AT3G52140	200.391	243.541	191.444	191.884	188.777	157.191	168.129	188.988	150.854	158.187	159.917	162.119	68.377	111.255	95.671
AT3G52150	2701.852	3640.597	3155.035	2869.283	2682.438	2430.829	2849.967	2292.815	2510.049	1835.309	1491.419	1950.784	613.409	556.276	589.336
AT3G52155	146.862	160.464	181.324	154.324	172.597	185.07	243.376	242.475	236.758	188.804	153.076	153.707	100.088	94.974	101.412
AT3G52160	0.686	3.414	0	13.064	0	0.593	15.284	20.503	18.857	24.664	31.641	14.53	13.874	13.568	11.481
AT3G52170	87.843	89.905	61.566	76.754	64.724	80.672	74.071	93.602	51.332	85.047	88.083	73.413	25.765	13.568	19.134
AT3G52180	499.606	357.345	414.936	415.613	435.087	529.112	757.17	809.439	675.702	968.682	698.675	824.361	422.152	634.969	506.102
AT3G52190	95.392	73.973	75.06	69.405	37.755	60.504	98.761	41.898	49.237	56.131	59.862	49.706	51.53	67.839	60.273
AT3G52200	236.764	304.995	207.468	219.646	287.661	179.732	237.497	236.235	223.139	164.991	189.848	238.591	214.049	241.505	214.304
AT3G52210	77.549	46.66	54.819	65.322	32.362	73.554	52.908	64.185	67.046	52.729	69.269	58.118	77.295	69.195	71.754
AT3G52220	422.743	484.806	511.924	410.714	498.013	416.408	578.459	472.47	423.23	343.589	460.082	425.945	513.321	812.706	769.198
AT3G52230	763.134	952.541	905.776	910.43	1073.335	849.426	813.605	706.922	701.892	795.187	893.654	674.477	1325.915	1507.373	1806.275
AT3G52240	194.901	204.848	188.071	165.755	185.182	173.207	149.318	221.972	209.52	191.355	180.441	199.59	273.507	229.294	259.269
AT3G52250	16.471	18.209	11.807	11.431	10.787	11.27	22.339	8.915	12.571	17.009	10.262	28.294	25.765	54.271	34.442
AT3G52260	52.843	45.522	48.915	44.909	46.745	40.336	49.381	40.115	22	48.477	46.179	53.53	49.548	74.622	33.485
AT3G52270	0	0	0	0.817	0	0	0	0	0	0	0	0	0	0	0
AT3G52280	93.333	114.942	144.216	133.094	167.203	135.244	216.334	125.695	164.473	134.374	157.352	172.061	142.699	142.461	145.42
AT3G52290	74.117	79.663	76.746	127.379	165.405	123.973	126.979	73.991	104.76	56.981	44.469	78.765	22.792	10.854	30.615
AT3G52300	2570.774	2538.972	2401.909	2271.584	2349.83	2123.564	2242.116	2314.21	2107.771	2183.15	2177.267	2372.906	1464.65	1605.06	1505.867
AT3G52302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52310	13.039	12.518	3.373	5.716	7.192	6.525	10.582	17.829	5.238	11.056	10.262	7.647	10.901	12.211	15.307
AT3G52320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52330	2.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52340	164.705	158.188	181.324	262.106	345.193	287.096	146.966	135.501	172.854	221.972	163.338	203.414	393.414	358.188	359.724
AT3G52350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52360	152.352	143.393	136.625	231.078	248.108	225.406	123.452	135.501	169.711	199.009	175.31	161.355	222.968	416.529	293.711
AT3G52370	93.333	60.316	74.216	117.58	122.256	131.092	90.531	80.231	69.142	125.019	129.986	121.589	23.783	8.141	7.654
AT3G52380	1445.288	1557.98	1413.483	1213.362	1085.92	1102.711	1422.632	1049.239	1317.88	801.14	726.041	849.597	252.697	329.695	316.672
AT3G52390	39.804	45.522	30.361	23.679	64.724	32.031	27.042	51.704	29.333	29.766	32.497	32.883	38.648	23.065	30.615
AT3G52400	1172.152	747.694	763.247	476.853	156.416	271.674	238.673	274.567	251.424	79.944	75.255	179.708	154.591	176.38	154.988
AT3G52420	33.627	31.865	48.072	62.873	53.936	39.15	22.339	24.069	32.476	49.327	46.179	44.353	33.693	44.773	44.966
AT3G52430	258.724	183.225	145.059	218.013	133.043	97.874	121.1	185.422	104.76	53.579	59.007	116.236	14.865	14.924	1.913
AT3G52440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52450	71.372	25.037	32.048	33.478	21.575	39.15	5.879	3.566	2.095	1.701	5.131	6.118	3.964	4.07	0.957
AT3G52460	2.059	0	0	5.716	0	6.525	1.176	8.023	2.095	0	0	4.588	0	13.568	5.74
AT3G52470	398.038	301.581	269.877	296.4	339.799	280.571	293.932	241.584	270.281	398.869	382.262	357.121	274.498	210.299	191.343
AT3G52480	72.745	99.01	167.83	81.653	82.703	76.519	55.259	82.905	46.094	38.271	41.048	46.648	91.169	44.773	43.052
AT3G52490	8.235	7.966	10.12	1.633	5.394	7.711	2.351	8.915	0	3.402	8.552	5.353	3.964	2.714	1.913
AT3G52500	864.702	1027.652	925.173	835.309	756.908	685.116	881.797	878.08	906.174	533.243	547.31	607.183	101.079	88.19	67.927
AT3G52510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52520	16.471	10.242	9.277	0	0	0	2.351	4.457	0	2.551	0.855	0	0	5.427	0
AT3G52525	40.49	26.175	23.614	14.698	28.766	37.963	21.163	13.372	12.571	19.561	7.697	5.353	1.982	13.568	3.827
AT3G52530	0	0	0	0	0	0	0	0	0	0	0.855	0	0	0	0
AT3G52540	26.078	31.865	25.301	29.395	37.755	32.625	50.556	55.27	22	9.355	11.972	16.824	13.874	13.568	5.74
AT3G52550	18.529	28.451	24.458	20.413	19.777	32.031	30.569	8.915	37.714	9.355	0.855	8.412	3.964	0	8.61
AT3G52560	877.055	823.943	879.632	793.666	918.717	766.974	757.17	843.314	769.986	699.084	768.799	819.008	692.686	702.807	915.575
AT3G52561	0	0	0.843	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52570	77.549	76.249	31.205	50.625	48.543	47.454	69.368	60.619	60.761	68.888	54.731	82.589	109.997	122.109	129.156
AT3G52580	617.644	658.927	609.754	440.926	596.896	460.896	405.627	471.578	454.658	428.636	454.951	533.77	383.505	370.398	334.85
AT3G52590	4405.178	4702.391	4348.4	3222.84	3387.207	2752.922	3510.727	3300.156	3239.178	2833.757	3040.135	3247.738	2341.657	2409.625	2423.356
AT3G52600	0	1.138	0	0.817	0	1.186	0	0	1.048	0	3.421	0	38.648	32.563	107.152
AT3G52610	113.235	114.942	126.505	133.094	172.597	116.262	102.288	101.626	86.951	132.673	123.145	125.413	149.636	131.607	160.728
AT3G52620	0	0	0	0	0	0.593	0	0	0	0	9.407	2.294	31.711	28.492	34.442
AT3G52630	105.686	56.902	76.746	78.387	111.469	81.858	89.355	56.161	79.618	77.393	95.779	104.766	9.91	0	3.827
AT3G52640	161.96	160.464	157.71	169.838	138.437	143.548	243.376	189.879	175.997	148.832	160.772	163.649	129.817	116.682	82.277
AT3G52660	92.647	109.252	132.409	70.221	109.671	109.144	87.004	96.277	78.57	85.897	85.517	66.53	68.377	65.125	101.412
AT3G52670	14.412	6.828	13.494	4.899	17.979	7.118	19.987	2.674	11.524	20.411	7.697	5.353	16.846	5.427	3.827
AT3G52680	19.902	37.555	16.024	10.615	19.777	26.1	41.151	4.457	22	18.71	16.248	29.059	22.792	31.206	14.351
AT3G52690	0	0	0	0	0	0	0	0	0	2.551	0	0	0	0	0
AT3G52700	2.059	1.138	4.217	1.633	3.596	4.745	21.163	1.783	8.381	0.85	2.566	4.588	2.973	2.714	3.827
AT3G52710	159.901	175.259	128.192	130.645	133.043	89.569	139.912	180.073	191.711	182.85	166.758	213.355	158.555	137.034	88.018
AT3G52720	375.391	567.883	446.984	746.308	818.036	743.247	250.43	207.708	236.758	517.084	442.124	420.592	34.684	36.633	34.442
AT3G52730	1194.799	1218.843	951.318	1061.488	861.185	829.258	937.056	875.406	912.459	899.794	955.227	949.01	989.977	1169.537	933.753
AT3G52740	30.882	28.451	21.084	126.562	91.692	91.349	148.142	73.991	99.522	132.673	112.883	125.413	294.317	366.328	375.032
AT3G52750	257.352	304.995	260.6	302.116	303.842	279.385	286.878	232.669	281.804	261.944	212.083	254.65	54.503	59.698	30.615
AT3G52760	166.764	201.433	166.143	146.975	138.437	136.43	157.548	163.136	141.426	150.533	188.138	153.707	218.013	280.852	195.17
AT3G52770	15.784	7.966	15.181	15.514	7.192	13.643	7.054	7.132	8.381	11.907	24.8	10.706	9.91	2.714	7.654
AT3G52780	1.373	0	0	0	16.181	3.559	3.527	29.418	1.048	1.701	9.407	13	24.774	27.135	29.658
AT3G52790	0	0	0	0	7.192	1.78	0	0	1.048	0	0	3.059	3.964	21.708	20.091
AT3G52800	1471.366	986.683	881.318	850.823	684.992	640.628	606.676	535.763	549.99	764.57	832.082	743.302	2666.694	2717.612	2571.646
AT3G52810	1.373	0	0	0	0	0	0	6.24	10.476	11.907	34.207	13	19.819	24.422	9.567
AT3G52820	0.686	7.966	0	4.899	0	5.339	15.284	18.72	16.762	19.561	26.51	9.177	48.557	50.201	71.754
AT3G52830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52840	404.9	652.098	546.502	426.228	440.481	468.608	396.221	378.867	394.945	349.542	270.234	253.12	228.914	214.37	282.231
AT3G52850	608.037	629.337	552.405	647.508	616.673	612.749	721.898	625.799	551.037	678.673	721.765	723.419	2078.059	2340.43	2190.874
AT3G52860	103.627	121.771	109.638	106.965	129.447	96.687	87.004	90.037	146.664	124.168	107.752	133.825	156.573	96.331	91.845
AT3G52870	237.45	232.161	203.251	156.774	170.799	198.12	163.426	189.879	226.282	201.561	125.71	179.708	87.205	55.628	82.277
AT3G52880	2242.736	2419.478	2031.671	2244.638	2376.798	2047.045	2233.885	2364.131	2181.103	2350.692	2405.598	2427.965	3641.806	3964.485	3921.569
AT3G52890	98.823	108.114	86.867	108.598	109.671	112.11	129.33	116.78	101.617	108.86	118.014	120.825	117.925	97.688	119.589
AT3G52900	57.647	48.936	108.794	115.131	70.117	72.96	84.652	100.734	91.141	84.196	127.421	68.06	23.783	31.206	34.442
AT3G52905	85.784	62.592	54.819	35.927	66.522	54.572	90.531	55.27	45.047	76.542	67.559	44.353	125.853	74.622	45.922
AT3G52910	54.902	36.417	60.722	54.707	44.947	87.197	50.556	82.905	77.522	79.093	45.324	94.06	5.946	14.924	14.351
AT3G52920	328.724	279.958	320.479	471.137	454.864	565.295	440.898	493.865	393.898	585.972	611.448	583.476	876.015	652.607	759.631
AT3G52930	3957.729	3568.901	3241.059	3245.703	3221.802	2655.642	2724.164	2729.627	2666.141	2768.271	3241.1	3136.855	1881.848	2047.367	1588.145
AT3G52940	183.921	186.639	107.951	127.379	163.607	121.008	128.154	98.06	116.284	142.879	110.317	150.649	17.837	28.492	13.394
AT3G52941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52950	122.843	129.737	104.577	97.983	95.288	90.756	82.301	111.432	93.236	85.047	101.765	113.178	264.588	255.073	291.798
AT3G52960	2621.558	3010.122	2785.641	2598.195	2698.619	2310.414	2660.675	2184.058	2246.054	1988.393	1751.391	2002.785	559.897	625.471	342.503
AT3G52970	0	0	0	0	0	0	0	8.023	1.048	0	0	6.118	3.964	0	0
AT3G52980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52990	661.566	573.573	510.237	579.736	546.556	556.398	737.182	726.534	667.321	796.888	730.317	770.067	596.563	662.104	576.898
AT3G53000	147.548	137.703	134.095	129.828	172.597	138.803	165.778	173.833	187.52	151.383	206.096	195.767	290.354	443.664	327.196
AT3G53010	6.176	12.518	5.904	22.863	12.585	10.677	17.636	25.852	13.619	17.86	11.117	11.471	6.937	0	2.87
AT3G53020	3289.986	3044.263	2899.495	2305.878	2382.192	2015.013	2431.408	2446.145	2115.104	2173.795	2274.756	2438.671	1755.004	1648.477	1618.76
AT3G53030	116.666	124.047	130.722	120.846	100.681	142.362	121.1	112.323	142.474	112.262	87.227	139.178	139.726	203.516	169.338
AT3G53040	5.49	1.138	4.217	0.817	0	2.373	5.879	0.891	0	4.252	8.552	2.294	217.022	204.872	442.002
AT3G53050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957
AT3G53070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53075	0	0	0	0	0	0	0	0	0	0	0	0	0	10.854	0.957
AT3G53080	0	0	0	0	0	0	0	0	0	0	0	0	13.874	13.568	6.697
AT3G53090	6.863	7.966	8.434	7.349	16.181	18.388	1.176	9.806	13.619	23.813	12.828	7.647	14.865	6.784	18.178
AT3G53100	65.196	67.144	86.023	103.699	152.82	135.244	116.397	67.75	123.617	132.673	131.696	93.295	133.781	52.914	80.364
AT3G53110	323.92	261.75	257.227	304.565	309.235	369.548	297.459	226.429	268.186	309.57	277.076	364.004	508.366	675.672	648.652
AT3G53120	201.078	159.326	122.288	151.058	151.022	151.259	118.749	159.57	108.95	140.327	150.51	124.648	461.791	541.352	518.539
AT3G53130	192.842	236.713	305.299	198.417	257.097	206.425	272.769	212.166	233.615	201.561	177.021	180.472	85.223	73.266	65.057
AT3G53140	14.412	3.414	10.12	13.881	7.192	30.252	30.569	5.349	29.333	40.822	66.703	43.589	21.801	9.497	19.134
AT3G53150	2.059	5.69	0.843	1.633	1.798	0.593	3.527	5.349	0	0	0	2.294	0	8.141	0
AT3G53160	8.922	0	1.687	0	0	1.186	0	8.915	1.048	6.804	0	6.882	18.828	50.201	9.567
AT3G53170	0	6.828	0	4.083	3.596	1.186	8.23	2.674	6.286	5.953	0	0.765	0	0	0
AT3G53180	200.391	172.982	172.89	205.765	151.022	194.561	174.008	183.639	188.568	163.29	177.876	130.001	226.932	173.667	244.919
AT3G53190	222.352	254.921	190.601	268.638	269.682	284.724	217.51	254.955	168.664	205.813	195.834	205.708	18.828	8.141	9.567
AT3G53200	0	0	0	0	0	0	4.703	0	0	0	0	0	0	0	0
AT3G53210	37.745	85.353	33.735	21.23	23.372	39.15	56.435	46.356	42.952	51.879	43.614	58.883	36.666	37.99	20.091
AT3G53220	2.745	10.242	8.434	8.982	34.16	7.711	21.163	15.155	16.762	7.654	13.683	27.53	0	0	4.784
AT3G53230	37.059	37.555	40.482	25.312	71.915	51.013	19.987	41.898	62.856	76.542	76.965	72.648	714.488	706.878	800.769
AT3G53232	39.117	46.66	44.698	37.56	16.181	32.031	16.46	36.55	29.333	18.71	14.538	31.353	4.955	1.357	0.957
AT3G53235	28.137	22.761	37.108	52.258	62.926	34.997	45.853	31.201	57.618	79.093	35.917	83.354	31.711	35.276	26.788
AT3G53240	19.902	22.761	24.458	22.046	43.149	20.168	16.46	24.069	31.428	20.411	19.669	18.353	16.846	6.784	14.351
AT3G53250	0	6.828	3.373	4.083	7.192	4.745	1.176	0	2.095	4.252	0	0	0	0	0
AT3G53260	592.939	590.644	669.633	709.564	764.099	609.783	356.246	337.86	460.944	489.019	411.338	403.004	312.155	299.846	245.875
AT3G53270	124.901	130.875	75.903	110.231	89.894	69.995	75.247	77.556	114.188	96.103	95.779	107.825	177.383	189.948	221.001
AT3G53280	169.509	188.915	239.516	216.38	206.756	201.086	189.292	197.902	158.188	175.196	160.772	137.648	111.979	108.542	146.377
AT3G53290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53300	0.686	1.138	5.06	6.532	0	3.559	8.23	0	0	0	17.959	0	141.708	25.779	1223.637
AT3G53305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53310	69.313	67.144	57.349	92.268	55.734	89.569	105.816	93.602	100.57	107.159	76.11	101.707	14.865	32.563	19.134
AT3G53320	50.098	50.074	26.988	17.147	8.989	45.081	45.853	32.984	47.142	40.822	39.338	39	22.792	40.703	14.351
AT3G53330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53340	114.607	112.666	115.541	101.25	79.107	111.517	64.665	131.043	87.998	98.654	97.49	87.177	104.052	105.828	140.637
AT3G53342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53350	28.137	19.347	38.795	53.074	71.915	52.199	30.569	35.658	22	66.336	60.717	53.53	25.765	40.703	33.485
AT3G53360	0.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53370	120.098	118.356	78.433	55.524	86.298	49.827	47.029	82.905	59.713	120.766	91.503	114.707	171.437	272.711	260.226
AT3G53380	26.765	31.865	34.578	35.111	57.532	46.861	29.393	49.921	36.666	35.72	22.234	36.706	10.901	10.854	5.74
AT3G53390	55.588	61.454	73.373	55.524	84.5	65.842	78.774	71.316	45.047	63.785	73.545	61.177	124.862	122.109	121.503
AT3G53400	55.588	34.141	80.963	99.617	70.117	96.687	59.962	82.905	57.618	111.411	128.276	72.648	105.043	67.839	113.849
AT3G53402	55.588	34.141	80.963	99.617	70.117	96.687	59.962	82.905	57.618	111.411	128.276	72.648	105.043	67.839	113.849
AT3G53410	94.019	113.804	82.65	103.699	95.288	93.722	61.138	102.517	80.665	107.159	92.359	82.589	92.16	63.768	75.58
AT3G53420	4952.823	6478.875	7090.185	8375.138	9190.765	10910.849	5688.178	5926.375	6379.883	6296.86	6351.359	6090.179	1645.997	1226.521	1986.138
AT3G53430	2924.89	2900.87	2576.486	2118.076	2029.807	1926.63	2175.099	2030.728	2020.82	1756.215	1798.426	2246.728	1046.462	1108.482	1002.636
AT3G53440	44.608	34.141	40.482	26.945	10.787	33.218	38.799	36.55	48.19	35.72	28.221	38.236	59.458	50.201	77.494
AT3G53450	2.059	0	0	0	0	1.78	0	0.891	1.048	0.85	1.71	2.294	0	6.784	2.87
AT3G53460	4143.022	5374.974	4958.154	2501.028	2937.737	2611.154	5107.367	5015.31	5114.382	2120.215	1789.874	2346.906	858.178	814.063	840.951
AT3G53470	403.528	396.039	474.816	449.091	517.79	556.398	476.17	417.2	516.467	608.084	557.572	441.24	373.595	261.857	404.69
AT3G53480	4.118	0	1.687	13.064	8.989	3.559	15.284	0.891	1.048	0	0	0	0	9.497	0
AT3G53490	20.588	23.899	28.674	37.56	19.777	30.252	11.757	28.526	13.619	25.514	23.945	39	36.666	46.13	38.269
AT3G53500	456.371	435.87	490.84	445.825	381.151	409.883	387.991	402.045	400.183	372.505	436.137	402.239	568.815	693.31	640.041
AT3G53510	0	6.828	4.217	3.266	3.596	2.966	2.351	0.891	0	2.551	11.117	6.882	16.846	33.919	37.312
AT3G53520	273.136	228.747	286.745	275.987	287.661	260.404	332.731	311.117	350.946	271.299	324.11	327.297	428.098	383.966	298.495
AT3G53530	73.431	99.01	117.228	117.58	95.288	156.005	155.196	182.748	146.664	210.916	248.855	155.237	15.855	33.919	33.485
AT3G53540	140.686	105.838	161.083	100.433	142.033	144.141	138.736	120.346	130.95	131.822	113.738	86.413	205.13	215.727	201.867
AT3G53550	0	0	0	0	5.394	0	0	0	0	0	0	0	0	0	0
AT3G53560	491.371	567.883	545.658	467.055	420.704	468.015	492.631	337.86	450.468	318.075	476.331	430.534	251.706	215.727	164.555
AT3G53570	89.215	75.111	71.686	74.304	127.65	96.687	85.828	122.129	112.093	91	111.172	111.648	107.025	89.547	109.065
AT3G53580	533.233	655.512	634.212	563.405	530.375	480.471	589.04	512.585	499.705	403.122	492.579	484.064	289.363	242.862	244.919
AT3G53590	0	0	0	0	0	1.186	0	0	0	0	0	0	0.991	0	0
AT3G53600	1.373	4.552	2.53	0	0	0	0	0	0	0	0	0	0.991	5.427	1.913
AT3G53610	326.665	415.385	373.612	387.035	411.715	393.868	402.099	395.805	365.612	366.551	391.669	413.71	333.956	242.862	256.399
AT3G53611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53620	296.469	236.713	256.384	267.005	244.512	246.761	174.008	166.702	156.092	218.57	221.489	218.708	285.399	284.922	292.754
AT3G53630	212.744	146.807	128.192	118.397	163.607	154.225	142.263	186.314	130.95	173.495	222.345	145.296	250.715	306.63	300.408
AT3G53640	0	0	0	0	0	1.186	0	2.674	0	0	0	0	0	0	0
AT3G53650	61.078	48.936	48.072	44.909	25.17	50.42	25.866	31.201	6.286	21.262	11.972	34.412	26.756	23.065	41.139
AT3G53668	426.175	450.665	382.889	370.704	427.896	410.477	399.748	397.588	408.564	341.888	328.386	440.475	275.489	362.258	315.716
AT3G53670	426.175	454.079	382.889	375.603	427.896	411.07	399.748	397.588	408.564	341.888	328.386	442.004	275.489	362.258	317.629
AT3G53680	10.294	0	3.373	4.899	14.383	4.745	4.703	12.48	3.143	1.701	7.697	8.412	0	2.714	0
AT3G53690	4.804	4.552	5.06	13.064	7.192	8.898	23.515	4.457	14.666	15.308	10.262	16.059	21.801	2.714	2.87
AT3G53700	72.745	108.114	82.65	120.846	97.086	96.687	150.493	120.346	131.998	136.925	114.593	103.236	76.305	44.773	40.182
AT3G53710	282.058	317.514	322.166	302.932	303.842	300.739	252.782	293.288	267.138	238.131	231.751	261.532	353.775	256.43	298.495
AT3G53720	102.941	116.08	104.577	90.635	165.405	122.787	110.519	105.191	119.426	146.28	118.869	74.177	60.449	43.417	38.269
AT3G53730	789.899	1052.689	1090.473	838.575	1080.526	768.161	953.516	903.041	776.271	721.196	945.82	909.244	668.903	644.466	658.219
AT3G53740	2412.245	2268.118	2135.405	1806.979	1932.722	1442.6	1730.673	1648.295	1742.158	1620.991	1654.757	1803.195	1528.072	1533.151	1602.495
AT3G53750	288.92	330.032	243.733	285.785	237.32	323.28	235.146	259.413	223.139	167.542	230.041	305.121	91.169	115.326	80.364
AT3G53760	19.902	31.865	12.651	13.881	7.192	36.184	12.933	40.115	33.523	7.654	20.524	19.118	17.837	16.281	11.481
AT3G53770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53780	115.98	139.979	98.674	137.177	115.064	100.84	157.548	120.346	118.379	129.271	103.476	149.884	243.778	290.349	343.46
AT3G53790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53800	234.019	401.729	360.118	332.327	249.905	278.792	375.058	407.394	414.85	271.299	248	231.708	114.952	59.698	69.84
AT3G53810	150.98	61.454	69.999	59.607	39.553	69.401	19.987	54.379	76.475	44.224	41.048	44.353	41.621	101.758	79.407
AT3G53820	0.686	0	0	3.266	0	0	0	0	0	0	0	0	0	0	0
AT3G53830	30.882	36.417	41.325	42.46	34.16	56.352	5.879	24.069	14.666	51.879	28.221	52.765	33.693	44.773	46.879
AT3G53840	0.686	0	1.687	0	3.596	0	3.527	0.891	0	3.402	0.855	3.059	0	0	0.957
AT3G53850	97.451	184.363	150.119	119.213	143.83	160.75	197.522	180.073	173.902	120.766	108.607	138.413	42.612	32.563	36.355
AT3G53860	32.255	53.488	29.518	35.111	35.958	18.388	27.042	40.115	31.428	44.224	23.09	22.177	64.413	58.341	43.052
AT3G53870	2859.008	3103.441	2855.64	2360.585	2170.042	1745.119	2105.731	1961.195	2076.343	1743.458	1919.005	1947.725	1178.261	1283.505	1047.601
AT3G53880	77.549	42.108	23.614	60.423	52.139	46.268	42.326	53.487	58.666	90.15	124	82.589	122.88	185.878	94.715
AT3G53890	2364.206	2373.956	2029.141	1663.27	1643.263	1409.975	1456.728	1432.564	1425.783	1166.841	1322.95	1631.134	692.686	606.477	545.327
AT3G53900	260.783	297.029	246.263	231.078	169.001	207.018	246.903	155.113	209.52	184.551	170.179	223.296	41.621	48.844	37.312
AT3G53910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53920	148.921	138.841	146.746	249.858	269.682	256.844	225.74	201.468	203.234	300.215	260.827	230.943	274.498	261.857	209.52
AT3G53930	43.921	25.037	36.265	61.24	61.128	55.165	42.326	27.635	39.809	37.421	30.786	42.824	49.548	48.844	87.061
AT3G53940	28.137	14.795	14.337	32.661	14.383	17.202	29.393	2.674	18.857	14.458	14.538	29.059	35.675	32.563	20.091
AT3G53950	46.666	99.01	91.084	74.304	80.905	78.299	43.502	42.79	38.761	55.28	64.138	63.471	32.702	32.563	39.225
AT3G53960	168.823	202.572	171.203	175.554	154.618	136.43	151.669	189.879	141.426	221.122	181.296	193.473	955.293	868.333	916.532
AT3G53970	116.666	141.117	141.686	138.81	176.192	173.8	211.631	173.833	184.378	221.972	183.862	212.59	394.405	556.276	573.071
